cosecha,activacion,cv,co,expediente,producto,malo,indeterminado,insuficiente
201609,9/09/2016,D9202001,D9202001,30147623,Recolocado,0,0,0
201609,9/09/2016,D9203001,D9203001,30148121,Recolocado,0,0,0
201609,12/09/2016,D9210001,D9210001,30145552,Recolocado,0,0,0
201609,12/09/2016,D9212001,D9212001,30147728,Recolocado,0,0,0
201609,12/09/2016,D9213001,D9213001,30147809,Recolocado,0,0,0
201609,12/09/2016,D9221001,D9221001,30146922,Recolocado,1,0,0
201609,13/09/2016,D9224001,D9224001,30148246,Recolocado,0,0,0
201609,13/09/2016,D9225001,D9225001,30148640,Recolocado,0,0,0
201609,14/09/2016,D9235001,D9235001,30147051,Recolocado,0,0,0
201609,14/09/2016,D9236001,D9236001,30146428,Recolocado,0,0,0
201609,14/09/2016,D9242001,D9242001,30147616,Recolocado,0,0,0
201609,14/09/2016,D9243001,D9243001,30149848,Recolocado,0,0,0
201609,14/09/2016,D9245001,D9245001,30146198,Recolocado,0,0,0
201609,14/09/2016,D9246001,D9246001,30146978,Recolocado,0,0,0
201609,14/09/2016,D9247001,D9247001,30147626,Recolocado,0,0,0
201609,14/09/2016,D9248001,D9248001,30150246,Recolocado,0,0,0
201609,14/09/2016,D9249001,D9249001,30148988,Recolocado,0,0,0
201609,16/09/2016,D9263001,D9263001,30149630,Recolocado,0,0,0
201609,15/09/2016,D9264001,D9264001,30147182,Recolocado,0,0,0
201609,16/09/2016,D9276001,D9276001,30144629,Recolocado,0,0,0
201609,16/09/2016,D9277001,D9277001,30148368,Recolocado,1,0,0
201609,19/09/2016,D9278001,D9278001,30149832,Recolocado,1,0,1
201609,19/09/2016,D9283001,D9283001,30147989,Recolocado,0,0,0
201609,19/09/2016,D9293001,D9293001,30148318,Recolocado,0,0,0
201609,19/09/2016,D9294001,D9294001,30149009,Recolocado,1,0,0
201609,19/09/2016,D9295001,D9295001,30149055,Recolocado,0,0,0
201609,19/09/2016,D9298001,D9298001,30148993,Recolocado,0,0,0
201609,19/09/2016,D9302001,D9302001,30148996,Recolocado,1,0,0
201609,19/09/2016,D9304001,D9304001,30143874,Recolocado,0,0,0
201609,19/09/2016,D9305001,D9305001,30149746,Recolocado,0,0,0
201609,23/09/2016,D9306001,D9306001,30148651,Recolocado,0,0,0
201609,20/09/2016,D9313001,D9313001,30149367,Recolocado,0,0,0
201609,20/09/2016,D9314001,D9314001,30149198,Recolocado,0,0,0
201609,20/09/2016,D9315001,D9315001,30149656,Recolocado,1,0,0
201609,21/09/2016,D9331001,D9331001,30147773,Recolocado,0,0,0
201609,21/09/2016,D9332001,D9332001,30144980,Recolocado,0,0,0
201609,21/09/2016,D9333001,D9333001,30149135,Recolocado,0,0,0
201609,21/09/2016,D9334001,D9334001,30149975,Recolocado,0,0,0
201609,21/09/2016,D9339001,D9339001,30148567,Recolocado,0,0,0
201609,22/09/2016,D9341001,D9341001,30148709,Recolocado,1,0,0
201609,22/09/2016,D9346001,D9346001,30149595,Recolocado,0,1,0
201609,22/09/2016,D9347001,D9347001,30147687,Recolocado,0,0,0
201609,22/09/2016,D9348001,D9348001,30152977,Recolocado,0,0,0
201609,22/09/2016,D9354001,D9354001,30146938,Recolocado,0,0,0
201609,22/09/2016,D9355001,D9355001,30153098,Recolocado,0,0,0
201609,22/09/2016,D9356001,D9356001,30148300,Recolocado,1,0,0
201609,22/09/2016,D9357001,D9357001,30151210,Recolocado,0,0,0
201609,23/09/2016,D9364001,D9364001,30148764,Recolocado,0,0,0
201609,23/09/2016,D9366001,D9366001,30148279,Recolocado,0,0,0
201609,23/09/2016,D9367001,D9367001,30148610,Recolocado,1,0,0
201609,23/09/2016,D9373001,D9373001,30146989,Recolocado,0,0,0
201609,23/09/2016,D9374001,D9374001,30152499,Recolocado,0,0,0
201609,23/09/2016,D9375001,D9375001,30149444,Recolocado,1,0,0
201609,23/09/2016,D9377001,D9377001,30148841,Recolocado,0,0,0
201609,23/09/2016,D9378001,D9378001,30149892,Recolocado,0,0,0
201609,23/09/2016,D9380001,D9380001,30148153,Recolocado,1,0,0
201609,23/09/2016,D9382001,D9382001,30148446,Recolocado,0,0,0
201609,23/09/2016,D9388001,D9388001,30152197,Recolocado,0,0,0
201609,26/09/2016,D9404001,D9404001,30150895,Recolocado,1,0,0
201609,26/09/2016,D9405001,D9405001,30148470,Recolocado,0,0,0
201609,26/09/2016,D9409001,D9409001,30149786,Recolocado,1,0,0
201609,26/09/2016,D9410001,D9410001,30149262,Recolocado,0,0,0
201609,26/09/2016,D9411001,D9411001,30153591,Recolocado,0,0,0
201609,26/09/2016,D9412001,D9412001,30150078,Recolocado,0,0,0
201609,26/09/2016,D9414001,D9414001,30151870,Recolocado,0,0,0
201609,26/09/2016,D9418001,D9418001,30148749,Recolocado,0,0,0
201609,26/09/2016,D9419001,D9419001,30151081,Recolocado,1,0,0
201609,30/09/2016,D9423001,D9423001,30146905,Recolocado,1,0,0
201609,26/09/2016,D9424001,D9424001,30151472,Recolocado,0,0,0
201609,26/09/2016,D9425001,D9425001,30150284,Recolocado,1,0,0
201609,26/09/2016,D9426001,D9426001,30153021,Recolocado,0,0,0
201609,26/09/2016,D9427001,D9427001,30151280,Recolocado,1,0,0
201609,28/09/2016,D9445001,D9445001,30147700,Recolocado,0,0,0
201609,28/09/2016,D9446001,D9446001,30153338,Recolocado,0,0,0
201609,28/09/2016,D9464001,D9464001,30152551,Recolocado,0,0,0
201609,29/09/2016,D9465001,D9465001,30154710,Recolocado,0,0,0
201609,29/09/2016,D9466001,D9466001,30149639,Recolocado,1,0,0
201609,29/09/2016,D9467001,D9467001,30153517,Recolocado,0,0,0
201609,29/09/2016,D9468001,D9468001,30151650,Recolocado,0,0,0
201609,29/09/2016,D9469001,D9469001,30153766,Recolocado,0,0,0
201609,29/09/2016,D9470001,D9470001,30150064,Recolocado,0,0,0
201609,29/09/2016,D9471001,D9471001,30153403,Recolocado,0,0,0
201609,29/09/2016,D9472001,D9472001,30153132,Recolocado,1,0,0
201609,29/09/2016,D9473001,D9473001,30154671,Recolocado,1,0,0
201609,29/09/2016,D9474001,D9474001,30151817,Recolocado,0,0,0
201609,29/09/2016,D9475001,D9475001,30154892,Recolocado,0,0,0
201609,29/09/2016,D9476001,D9476001,30151947,Recolocado,0,0,0
201609,29/09/2016,D9479001,D9479001,30146492,Recolocado,0,0,0
201609,29/09/2016,D9480001,D9480001,30154516,Recolocado,0,0,0
201609,29/09/2016,D9481001,D9481001,30149149,Recolocado,0,0,0
201609,29/09/2016,D9482001,D9482001,30151046,Recolocado,1,0,0
201609,30/09/2016,D9497001,D9497001,30153344,Recolocado,1,0,0
201609,30/09/2016,D9498001,D9498001,30148853,Recolocado,1,0,0
201609,30/09/2016,D9499001,D9499001,30153281,Recolocado,0,0,0
201609,30/09/2016,D9500001,D9500001,30151618,Recolocado,0,0,0
201609,30/09/2016,D9515001,D9515001,30149647,Recolocado,0,0,0
201609,30/09/2016,D9548001,D9548001,30146426,Recolocado,1,0,0
201609,30/09/2016,D9549001,D9549001,30148563,Recolocado,1,0,0
201609,30/09/2016,D9550001,D9550001,30150986,Recolocado,1,0,0
201609,30/09/2016,D9551001,D9551001,30154648,Recolocado,0,0,0
201609,30/09/2016,D9552001,D9552001,30153268,Recolocado,0,0,0
201609,30/09/2016,D9553001,D9553001,30156158,Recolocado,1,0,0
201609,30/09/2016,D9554001,D9554001,30151305,Recolocado,0,0,0
201609,30/09/2016,D9555001,D9555001,30150942,Recolocado,0,0,0
201609,30/09/2016,D9556001,D9556001,30151665,Recolocado,0,0,0
201609,30/09/2016,D9557001,D9557001,30153324,Recolocado,0,0,0
201609,30/09/2016,D9558001,D9558001,30156462,Recolocado,0,0,0
201609,30/09/2016,D9559001,D9559001,30155896,Recolocado,1,0,0
201609,30/09/2016,D9560001,D9560001,30155952,Recolocado,0,0,0
201609,30/09/2016,D9568001,D9568001,30152540,Recolocado,1,0,0
201609,30/09/2016,D9569001,D9569001,30148467,Recolocado,1,0,0
201609,30/09/2016,D9570001,D9570001,30151546,Recolocado,1,0,0
201609,30/09/2016,D9571001,D9571001,30155743,Recolocado,0,0,0
201609,30/09/2016,D9572001,D9572001,30151354,Recolocado,0,0,0
201609,30/09/2016,D9573001,D9573001,30150505,Recolocado,1,0,0
201609,30/09/2016,D9617001,D9617001,30151204,Recolocado,1,0,0
201609,30/09/2016,D9618001,D9618001,30149172,Recolocado,0,0,0
201609,30/09/2016,D9619001,D9619001,30149593,Recolocado,1,0,0
201609,30/09/2016,D9620001,D9620001,30149426,Recolocado,1,0,0
201609,30/09/2016,D9621001,D9621001,30146223,Recolocado,1,0,0
201609,30/09/2016,D9622001,D9622001,30150601,Recolocado,0,0,0
201609,30/09/2016,D9623001,D9623001,30154181,Recolocado,1,0,0
201609,30/09/2016,D9624001,D9624001,30155024,Recolocado,0,0,0
201609,30/09/2016,D9625001,D9625001,30149255,Recolocado,0,0,0
201609,30/09/2016,D9626001,D9626001,30151352,Recolocado,0,0,0
201609,30/09/2016,D9627001,D9627001,30148401,Recolocado,0,0,0
201609,30/09/2016,D9628001,D9628001,30150248,Recolocado,0,0,0
201609,30/09/2016,D9629001,D9629001,30152468,Recolocado,1,0,0
201609,30/09/2016,D9630001,D9630001,30150215,Recolocado,0,0,0
201609,30/09/2016,D9631001,D9631001,30152960,Recolocado,0,0,0
201609,30/09/2016,D9632001,D9632001,30154670,Recolocado,0,0,0
201609,30/09/2016,D9634001,D9634001,30155737,Recolocado,0,0,0
201609,30/09/2016,D9636001,D9636001,30149705,Recolocado,0,0,0
201609,30/09/2016,D9637001,D9637001,30155596,Recolocado,0,0,0
201609,30/09/2016,D9638001,D9638001,30155020,Recolocado,1,0,0
201609,30/09/2016,D9640001,D9640001,30154447,Recolocado,0,0,0
201609,22/09/2016,Y8690002,Y8690002,30151040,Recolocado,1,0,0
201610,20/10/2016,C9866002,C9866002,30152628,Recolocado,1,0,0
201610,6/10/2016,C9926002,C9926002,30156142,Recolocado,1,0,0
201610,31/10/2016,D3252002,D3252002,30157854,Recolocado,0,0,0
201610,13/10/2016,D6881002,D6881002,30156539,Recolocado,0,0,0
201610,31/10/2016,D7352002,D7352002,30167002,Recolocado,1,0,0
201610,5/10/2016,D9670001,D9670001,30154982,Recolocado,0,0,0
201610,5/10/2016,D9671001,D9671001,30149744,Recolocado,0,0,0
201610,6/10/2016,D9686001,D9686001,30150125,Recolocado,0,0,0
201610,6/10/2016,D9687001,D9687001,30153679,Recolocado,1,0,0
201610,7/10/2016,D9695001,D9695001,30154652,Recolocado,1,0,0
201610,7/10/2016,D9699001,D9699001,30154106,Recolocado,0,0,0
201610,12/10/2016,D9720001,D9720001,30154756,Recolocado,0,0,0
201610,11/10/2016,D9723001,D9723001,30154910,Recolocado,1,0,0
201610,11/10/2016,D9724001,D9724001,30156412,Recolocado,1,0,0
201610,12/10/2016,D9732001,D9732001,30156310,Recolocado,1,0,0
201610,12/10/2016,D9735001,D9735001,30157666,Recolocado,1,0,0
201610,13/10/2016,D9748001,D9748001,30158194,Recolocado,0,0,0
201610,15/10/2016,D9780001,D9780001,30156893,Recolocado,1,0,0
201610,15/10/2016,D9781001,D9781001,30154276,Recolocado,0,0,0
201610,15/10/2016,D9782001,D9782001,30158251,Recolocado,1,0,0
201610,15/10/2016,D9783001,D9783001,30157071,Recolocado,0,0,0
201610,15/10/2016,D9784001,D9784001,30156507,Recolocado,0,0,0
201610,15/10/2016,D9785001,D9785001,30155176,Recolocado,0,0,0
201610,15/10/2016,D9786001,D9786001,30156394,Recolocado,0,0,0
201610,17/10/2016,D9791001,D9791001,30156628,Recolocado,0,0,0
201610,17/10/2016,D9792001,D9792001,30160161,Recolocado,0,0,0
201610,17/10/2016,D9793001,D9793001,30155735,Recolocado,0,0,0
201610,17/10/2016,D9794001,D9794001,30159014,Recolocado,1,0,0
201610,17/10/2016,D9797001,D9797001,30158176,Recolocado,0,0,0
201610,17/10/2016,D9798001,D9798001,30154801,Recolocado,1,0,0
201610,17/10/2016,D9799001,D9799001,30154855,Recolocado,0,0,0
201610,17/10/2016,D9816001,D9816001,30153307,Recolocado,0,0,0
201610,18/10/2016,D9825001,D9825001,30158432,Recolocado,1,0,0
201610,18/10/2016,D9827001,D9827001,30159482,Recolocado,0,0,0
201610,19/10/2016,D9853001,D9853001,30160583,Recolocado,0,0,0
201610,19/10/2016,D9854001,D9854001,30158423,Recolocado,0,0,0
201610,20/10/2016,D9863001,D9863001,30159896,Recolocado,0,0,0
201610,20/10/2016,D9889001,D9889001,30161075,Recolocado,0,0,0
201610,20/10/2016,D9890001,D9890001,30161684,Recolocado,0,0,0
201610,22/10/2016,D9925001,D9925001,30161178,Recolocado,0,0,0
201610,22/10/2016,D9926001,D9926001,30159910,Recolocado,1,0,0
201610,24/10/2016,D9957001,D9957001,30155504,Recolocado,1,0,0
201610,24/10/2016,D9958001,D9958001,30159746,Recolocado,0,0,0
201610,24/10/2016,D9960001,D9960001,30157289,Recolocado,0,0,0
201610,24/10/2016,D9961001,D9961001,30159735,Recolocado,1,0,0
201610,24/10/2016,D9962001,D9962001,30152546,Recolocado,1,0,0
201610,25/10/2016,D9978001,D9978001,30165055,Recolocado,0,0,0
201610,25/10/2016,E0001001,E0001001,30159004,Recolocado,0,0,0
201610,25/10/2016,E0002001,E0002001,30161578,Recolocado,1,0,0
201610,25/10/2016,E0003001,E0003001,30158207,Recolocado,0,0,0
201610,25/10/2016,E0004001,E0004001,30159652,Recolocado,0,0,0
201610,26/10/2016,E0026001,E0026001,30157086,Recolocado,0,0,0
201610,27/10/2016,E0033001,E0033001,30160434,Recolocado,1,0,0
201610,27/10/2016,E0043001,E0043001,30165225,Recolocado,0,0,0
201610,27/10/2016,E0044001,E0044001,30160072,Recolocado,0,0,0
201610,27/10/2016,E0051001,E0051001,30162165,Recolocado,0,0,0
201610,27/10/2016,E0052001,E0052001,30162663,Recolocado,0,0,0
201610,27/10/2016,E0053001,E0053001,30161416,Recolocado,0,0,0
201610,29/10/2016,E0118001,E0118001,30159476,Recolocado,0,0,0
201610,29/10/2016,E0126001,E0126001,30167218,Recolocado,0,0,0
201610,31/10/2016,E0147001,E0147001,30165282,Recolocado,0,0,0
201610,31/10/2016,E0149001,E0149001,30160459,Recolocado,0,0,0
201610,31/10/2016,E0154001,E0154001,30155166,Recolocado,1,0,0
201610,31/10/2016,E0155001,E0155001,30162507,Recolocado,1,0,0
201610,31/10/2016,E0156001,E0156001,30165176,Recolocado,0,0,0
201610,31/10/2016,E0157001,E0157001,30156683,Recolocado,0,0,0
201610,31/10/2016,E0160001,E0160001,30164278,Recolocado,0,0,0
201610,31/10/2016,E0170001,E0170001,30162608,Recolocado,1,0,1
201610,31/10/2016,E0176001,E0176001,30166051,Recolocado,0,0,0
201610,31/10/2016,E0177001,E0177001,30163495,Recolocado,0,0,0
201610,31/10/2016,E0178001,E0178001,30165229,Recolocado,0,0,0
201610,31/10/2016,E0179001,E0179001,30161172,Recolocado,0,0,0
201610,31/10/2016,E0180001,E0180001,30163502,Recolocado,0,0,0
201610,31/10/2016,E0181001,E0181001,30163985,Recolocado,0,0,0
201610,31/10/2016,E0182001,E0182001,30161153,Recolocado,1,0,0
201610,31/10/2016,E0183001,E0183001,30156697,Recolocado,0,0,0
201610,31/10/2016,E0187001,E0187001,30159325,Recolocado,0,0,0
201610,31/10/2016,E0188001,E0188001,30167835,Recolocado,0,0,0
201610,31/10/2016,E0189001,E0189001,30158215,Recolocado,0,0,0
201610,31/10/2016,E0190001,E0190001,30164544,Recolocado,0,0,0
201610,31/10/2016,E0192001,E0192001,30159467,Recolocado,1,0,0
201610,31/10/2016,E0193001,E0193001,30165636,Recolocado,1,0,0
201610,31/10/2016,E0194001,E0194001,30160143,Recolocado,0,0,0
201610,31/10/2016,E0196001,E0196001,30166520,Recolocado,0,0,0
201610,31/10/2016,E0197001,E0197001,30159010,Recolocado,0,0,0
201610,31/10/2016,E0202001,E0202001,30167353,Recolocado,1,0,0
201610,31/10/2016,E0203001,E0203001,30163755,Recolocado,0,0,0
201610,31/10/2016,E0212001,E0212001,30160424,Recolocado,0,0,0
201610,31/10/2016,E0213001,E0213001,30160891,Recolocado,1,0,0
201610,31/10/2016,E0214001,E0214001,30166348,Recolocado,0,0,0
201610,31/10/2016,E0215001,E0215001,30165980,Recolocado,1,0,0
201610,31/10/2016,E0216001,E0216001,30159743,Recolocado,0,0,0
201610,31/10/2016,E0220001,E0220001,30162540,Recolocado,1,0,0
201610,31/10/2016,E0222001,E0222001,30167406,Recolocado,1,0,0
201610,31/10/2016,E0223001,E0223001,30164483,Recolocado,0,0,0
201610,31/10/2016,E0225001,E0225001,30169460,Recolocado,1,0,0
201610,31/10/2016,E0226001,E0226001,30162447,Recolocado,0,0,0
201611,29/11/2016,D3526002,D3526002,30173108,Recolocado,1,0,0
201611,30/11/2016,D9855002,D9855002,30172984,Recolocado,1,0,0
201611,15/11/2016,E0219001,E0219001,30165356,Recolocado,1,0,0
201611,9/11/2016,E0227001,E0227001,30161509,Recolocado,1,0,0
201611,10/11/2016,E0228001,E0228001,30167291,Recolocado,0,0,0
201611,8/11/2016,E0273001,E0273001,30168059,Recolocado,1,0,0
201611,8/11/2016,E0274001,E0274001,30157669,Recolocado,0,0,0
201611,10/11/2016,E0302001,E0302001,30162991,Recolocado,0,0,0
201611,10/11/2016,E0303001,E0303001,30161975,Recolocado,1,0,0
201611,10/11/2016,E0304001,E0304001,30165528,Recolocado,0,0,0
201611,11/11/2016,E0323001,E0323001,30157026,Recolocado,0,0,0
201611,12/11/2016,E0332001,E0332001,30165666,Recolocado,0,0,0
201611,12/11/2016,E0334001,E0334001,30169870,Recolocado,1,0,0
201611,16/11/2016,E0377001,E0377001,30167866,Recolocado,0,0,0
201611,16/11/2016,E0378001,E0378001,30172573,Recolocado,1,0,0
201611,16/11/2016,E0379001,E0379001,30169928,Recolocado,0,0,0
201611,17/11/2016,E0390001,E0390001,30167888,Recolocado,0,0,0
201611,21/11/2016,E0433001,E0433001,30173100,Recolocado,1,0,0
201611,21/11/2016,E0435001,E0435001,30172479,Recolocado,0,0,0
201611,21/11/2016,E0436001,E0436001,30173247,Recolocado,0,0,0
201611,21/11/2016,E0437001,E0437001,30169795,Recolocado,0,0,0
201611,22/11/2016,E0455001,E0455001,30162943,Recolocado,0,0,0
201611,22/11/2016,E0456001,E0456001,30165999,Recolocado,0,0,0
201611,22/11/2016,E0457001,E0457001,30175914,Recolocado,0,0,0
201611,22/11/2016,E0458001,E0458001,30169554,Recolocado,0,0,0
201611,22/11/2016,E0459001,E0459001,30173428,Recolocado,0,0,0
201611,22/11/2016,E0460001,E0460001,30173980,Recolocado,0,0,0
201611,22/11/2016,E0465001,E0465001,30163448,Recolocado,0,0,0
201611,23/11/2016,E0468001,E0468001,30176675,Recolocado,0,0,0
201611,23/11/2016,E0469001,E0469001,30166920,Recolocado,0,0,0
201611,23/11/2016,E0472001,E0472001,30167960,Recolocado,1,0,0
201611,23/11/2016,E0473001,E0473001,30170629,Recolocado,1,0,0
201611,23/11/2016,E0474001,E0474001,30163272,Recolocado,0,0,0
201611,23/11/2016,E0475001,E0475001,30172563,Recolocado,0,0,0
201611,23/11/2016,E0479001,E0479001,30172207,Recolocado,1,0,0
201611,23/11/2016,E0480001,E0480001,30170080,Recolocado,1,0,0
201611,23/11/2016,E0481001,E0481001,30164453,Recolocado,1,0,0
201611,23/11/2016,E0482001,E0482001,30173903,Recolocado,1,0,0
201611,24/11/2016,E0506001,E0506001,30169540,Recolocado,0,0,0
201611,24/11/2016,E0507001,E0507001,30168188,Recolocado,1,0,0
201611,24/11/2016,E0508001,E0508001,30170088,Recolocado,0,0,0
201611,24/11/2016,E0518001,E0518001,30166663,Recolocado,0,0,0
201611,25/11/2016,E0546001,E0546001,30170605,Recolocado,0,0,0
201611,28/11/2016,E0614001,E0614001,30175956,Recolocado,0,0,0
201611,28/11/2016,E0615001,E0615001,30176424,Recolocado,1,0,0
201611,28/11/2016,E0616001,E0616001,30170560,Recolocado,0,0,0
201611,28/11/2016,E0617001,E0617001,30175141,Recolocado,0,0,0
201611,28/11/2016,E0618001,E0618001,30175614,Recolocado,0,0,0
201611,28/11/2016,E0619001,E0619001,30176698,Recolocado,1,0,0
201611,28/11/2016,E0620001,E0620001,30175775,Recolocado,0,0,0
201611,29/11/2016,E0642001,E0642001,30173632,Recolocado,0,0,0
201611,29/11/2016,E0644001,E0644001,30167758,Recolocado,1,0,0
201611,29/11/2016,E0645001,E0645001,30175005,Recolocado,1,0,0
201611,29/11/2016,E0646001,E0646001,30179910,Recolocado,1,0,0
201611,29/11/2016,E0647001,E0647001,30176876,Recolocado,0,0,0
201611,29/11/2016,E0648001,E0648001,30174330,Recolocado,0,0,0
201611,30/11/2016,E0681001,E0681001,30178495,Recolocado,0,0,0
201611,30/11/2016,E0746001,E0746001,30176313,Recolocado,1,0,0
201611,30/11/2016,E0747001,E0747001,30177057,Recolocado,0,0,0
201611,30/11/2016,E0748001,E0748001,30175921,Recolocado,0,0,0
201611,30/11/2016,E0782001,E0782001,30173983,Recolocado,1,0,0
201611,30/11/2016,E0783001,E0783001,30174223,Recolocado,1,0,0
201611,30/11/2016,E0790001,E0790001,30172778,Recolocado,0,0,0
201611,30/11/2016,E0791001,E0791001,30172528,Recolocado,0,0,0
201611,30/11/2016,E0812001,E0812001,30174517,Recolocado,0,0,0
201611,30/11/2016,E0813001,E0813001,30173630,Recolocado,0,0,0
201611,30/11/2016,E0814001,E0814001,30179297,Recolocado,0,0,0
201611,30/11/2016,E0815001,E0815001,30176006,Recolocado,1,0,0
201611,30/11/2016,E0816001,E0816001,30170688,Recolocado,0,0,0
201611,30/11/2016,E0817001,E0817001,30173700,Recolocado,0,0,0
201611,30/11/2016,E0818001,E0818001,30175251,Recolocado,1,0,0
201611,30/11/2016,E0819001,E0819001,30175394,Recolocado,0,0,0
201611,30/11/2016,E0851001,E0851001,30173562,Recolocado,0,0,0
201611,30/11/2016,E0852001,E0852001,30178514,Recolocado,1,0,0
201611,30/11/2016,E0853001,E0853001,30177776,Recolocado,1,0,0
201611,30/11/2016,E0854001,E0854001,30188896,Recolocado,0,0,0
201611,30/11/2016,E0862001,E0862001,30189437,Recolocado,1,0,0
201611,30/11/2016,E0864001,E0864001,30180087,Recolocado,0,0,0
201611,30/11/2016,E0867001,E0867001,30180223,Recolocado,1,0,0
201611,30/11/2016,E0868001,E0868001,30182048,Recolocado,0,0,0
201611,30/11/2016,E0870001,E0870001,30172426,Recolocado,0,0,0
201611,30/11/2016,E0874001,E0874001,30174411,Recolocado,1,0,0
201611,30/11/2016,E0877001,E0877001,30172367,Recolocado,1,0,0
201611,30/11/2016,E0878001,E0878001,30172401,Recolocado,0,0,0
201611,30/11/2016,E0879001,E0879001,30174867,Recolocado,0,0,0
201611,30/11/2016,E0880001,E0880001,30179294,Recolocado,1,0,0
201611,30/11/2016,E0881001,E0881001,30177471,Recolocado,0,0,0
201611,30/11/2016,E0882001,E0882001,30177648,Recolocado,1,0,0
201611,30/11/2016,E0883001,E0883001,30174840,Recolocado,0,0,0
201611,30/11/2016,E0884001,E0884001,30188443,Recolocado,0,0,0
201612,29/12/2016,C1909002,C1909002,30198526,Recolocado,0,0,0
201612,23/12/2016,C9512002,C9512002,30195377,Recolocado,0,0,0
201612,20/12/2016,D1804002,D1804002,30197047,Recolocado,0,0,0
201612,28/12/2016,D2007003,D2007003,30174147,Recolocado,0,0,0
201612,23/12/2016,D9643002,D9643002,30194195,Recolocado,1,0,0
201612,30/12/2016,E0022002,E0022002,30197831,Recolocado,1,0,0
201612,1/12/2016,E0869001,E0869001,30179424,Recolocado,1,0,0
201612,2/12/2016,E0896001,E0896001,30191718,Recolocado,0,0,0
201612,13/12/2016,E1025001,E1025001,30179474,Recolocado,1,0,0
201612,13/12/2016,E1036001,E1036001,30176503,Recolocado,1,0,0
201612,13/12/2016,E1037001,E1037001,30194754,Recolocado,0,0,0
201612,14/12/2016,E1044001,E1044001,30174582,Recolocado,1,0,0
201612,14/12/2016,E1045001,E1045001,30176191,Recolocado,0,0,0
201612,14/12/2016,E1048001,E1048001,30184282,Recolocado,0,0,0
201612,15/12/2016,E1071001,E1071001,30193424,Recolocado,0,0,0
201612,15/12/2016,E1076001,E1076001,30186478,Recolocado,0,0,0
201612,15/12/2016,E1078001,E1078001,30194374,Recolocado,1,0,0
201612,15/12/2016,E1081001,E1081001,30194738,Recolocado,1,0,0
201612,15/12/2016,E1082001,E1082001,30193954,Recolocado,1,0,0
201612,19/12/2016,E1127001,E1127001,30196184,Recolocado,0,0,0
201612,19/12/2016,E1129001,E1129001,30197077,Recolocado,0,0,0
201612,19/12/2016,E1136001,E1136001,30196583,Recolocado,0,0,0
201612,19/12/2016,E1140001,E1140001,30173992,Recolocado,1,0,0
201612,19/12/2016,E1141001,E1141001,30194781,Recolocado,0,0,0
201612,19/12/2016,E1142001,E1142001,30197069,Recolocado,0,0,0
201612,20/12/2016,E1149001,E1149001,30189808,Recolocado,0,0,0
201612,20/12/2016,E1150001,E1150001,30190242,Recolocado,1,0,0
201612,20/12/2016,E1151001,E1151001,30195931,Recolocado,1,0,0
201612,21/12/2016,E1182001,E1182001,30193466,Recolocado,0,0,0
201612,28/12/2016,E1183001,E1183001,30199177,Recolocado,0,0,0
201612,21/12/2016,E1185001,E1185001,30198385,Recolocado,0,0,0
201612,22/12/2016,E1195001,E1195001,30196037,Recolocado,0,0,0
201612,22/12/2016,E1204001,E1204001,30193615,Recolocado,1,0,0
201612,22/12/2016,E1211001,E1211001,30194782,Recolocado,1,0,0
201612,31/12/2016,E1235002,E1235002,30198130,Recolocado,1,0,0
201612,23/12/2016,E1237001,E1237001,30179742,Recolocado,0,0,0
201612,26/12/2016,E1238001,E1238001,30178523,Recolocado,1,0,0
201612,31/12/2016,E1239001,E1239001,30194297,Recolocado,1,0,1
201612,30/12/2016,E1240002,E1240002,30200507,Recolocado,0,0,0
201612,28/12/2016,E1241001,E1241001,30197940,Recolocado,0,0,0
201612,30/12/2016,E1242001,E1242001,30190446,Recolocado,0,0,0
201612,23/12/2016,E1243001,E1243001,30196214,Recolocado,0,0,0
201612,26/12/2016,E1244001,E1244001,30193775,Recolocado,0,0,0
201612,28/12/2016,E1245001,E1245001,30194098,Recolocado,1,0,0
201612,23/12/2016,E1246001,E1246001,30195648,Recolocado,0,0,0
201612,28/12/2016,E1247001,E1247001,30190323,Recolocado,0,0,0
201612,28/12/2016,E1248001,E1248001,30197903,Recolocado,0,0,0
201612,23/12/2016,E1249001,E1249001,30197378,Recolocado,1,0,0
201612,30/12/2016,E1250002,E1250002,30203776,Recolocado,0,0,0
201612,23/12/2016,E1251001,E1251001,30195323,Recolocado,0,0,0
201612,30/12/2016,E1252001,E1252001,30197773,Recolocado,0,0,0
201612,26/12/2016,E1253001,E1253001,30198142,Recolocado,1,0,0
201612,30/12/2016,E1254001,E1254001,30199121,Recolocado,0,0,0
201612,23/12/2016,E1255001,E1255001,30188755,Recolocado,1,0,0
201612,29/12/2016,E1256001,E1256001,30198273,Recolocado,0,0,0
201612,28/12/2016,E1257001,E1257001,30196265,Recolocado,0,0,0
201612,28/12/2016,E1258001,E1258001,30198572,Recolocado,0,0,0
201612,26/12/2016,E1259001,E1259001,30198574,Recolocado,0,0,0
201612,28/12/2016,E1266001,E1266001,30199734,Recolocado,0,0,0
201612,30/12/2016,E1276001,E1276001,30195563,Recolocado,1,0,0
201612,28/12/2016,E1277001,E1277001,30195791,Recolocado,0,0,0
201612,28/12/2016,E1286001,E1286001,30199169,Recolocado,0,0,0
201612,30/12/2016,E1292001,E1292001,30190267,Recolocado,0,0,0
