cosecha,activacion,cv,co,expediente,producto,malo,indeterminado,insuficiente
201805,31/05/2018,E9553001,E9553001,30456673,Recolocado,0,0,0
201805,31/05/2018,E9556001,E9556001,30457024,Recolocado,1,0,0
201805,31/05/2018,E9558001,E9558001,30458494,Recolocado,0,0,0
201805,31/05/2018,E9576001,E9576001,30458607,Recolocado,0,0,0
201805,31/05/2018,E9583001,E9583001,30459736,Recolocado,0,0,0
201805,31/05/2018,E9584001,E9584001,30459000,Recolocado,0,0,0
201805,31/05/2018,E9586001,E9586001,30455853,Recolocado,0,0,0
201805,31/05/2018,E9624001,E9624001,30458185,Recolocado,0,0,0
201805,31/05/2018,E9626001,E9626001,30458672,Recolocado,1,0,0
201805,31/05/2018,E9631001,E9631001,30460233,Recolocado,0,0,0
201805,31/05/2018,E9634001,E9634001,30459661,Recolocado,0,0,0
201805,31/05/2018,E9635001,E9635001,30457712,Recolocado,0,0,0
201805,31/05/2018,E9637001,E9637001,30451877,Recolocado,0,0,0
201805,31/05/2018,E9638001,E9638001,30460314,Recolocado,0,0,0
201806,19/06/2018,C4019002,C4019002,30467353,Recolocado,0,0,0
201806,20/06/2018,D0072002,D0072002,30464614,Recolocado,0,0,0
201806,14/06/2018,D5682002,D5682002,30466499,Recolocado,1,0,0
201806,28/06/2018,E2003002,E2003002,30467643,Recolocado,0,0,0
201806,4/06/2018,E9639001,E9639001,30456711,Recolocado,1,0,0
201806,6/06/2018,E9648001,E9648001,30460534,Recolocado,0,0,0
201806,11/06/2018,E9653001,E9653001,30459364,Recolocado,0,0,0
201806,6/06/2018,E9654001,E9654001,30457693,Recolocado,0,0,0
201806,6/06/2018,E9659001,E9659001,30458391,Recolocado,0,0,0
201806,7/06/2018,E9665001,E9665001,30462946,Recolocado,0,0,0
201806,7/06/2018,E9668001,E9668001,30460075,Recolocado,0,0,0
201806,7/06/2018,E9672001,E9672001,30462927,Recolocado,0,0,0
201806,7/06/2018,E9675001,E9675001,30463650,Recolocado,0,0,0
201806,11/06/2018,E9676001,E9676001,30460470,Recolocado,0,0,0
201806,7/06/2018,E9677001,E9677001,30456340,Recolocado,1,0,0
201806,8/06/2018,E9681001,E9681001,30464433,Recolocado,0,0,0
201806,8/06/2018,E9688001,E9688001,30463858,Recolocado,0,0,0
201806,11/06/2018,E9692001,E9692001,30465504,Recolocado,0,0,0
201806,11/06/2018,E9693001,E9693001,30464139,Recolocado,1,0,0
201806,11/06/2018,E9694001,E9694001,30455109,Recolocado,1,0,0
201806,20/06/2018,E9696002,E9696002,30468587,Recolocado,1,0,0
201806,11/06/2018,E9699001,E9699001,30464719,Recolocado,1,0,0
201806,11/06/2018,E9700001,E9700001,30465749,Recolocado,0,0,0
201806,15/06/2018,E9709001,E9709001,30462180,Recolocado,0,0,0
201806,12/06/2018,E9712001,E9712001,30458975,Recolocado,0,0,0
201806,12/06/2018,E9713001,E9713001,30463807,Recolocado,0,0,0
201806,14/06/2018,E9719001,E9719001,30464305,Recolocado,0,0,0
201806,14/06/2018,E9723001,E9723001,30464148,Recolocado,1,0,0
201806,14/06/2018,E9729001,E9729001,30466040,Recolocado,0,0,0
201806,14/06/2018,E9731001,E9731001,30463761,Recolocado,0,0,0
201806,15/06/2018,E9732001,E9732001,30464384,Recolocado,1,0,0
201806,15/06/2018,E9733001,E9733001,30465382,Recolocado,0,0,0
201806,14/06/2018,E9734001,E9734001,30464405,Recolocado,0,0,0
201806,20/06/2018,E9736001,E9736001,30464887,Recolocado,0,0,0
201806,14/06/2018,E9737001,E9737001,30465760,Recolocado,0,0,0
201806,15/06/2018,E9745001,E9745001,30464457,Recolocado,1,0,0
201806,15/06/2018,E9750001,E9750001,30462868,Recolocado,0,0,0
201806,18/06/2018,E9754001,E9754001,30464572,Recolocado,0,0,0
201806,18/06/2018,E9755001,E9755001,30465550,Recolocado,0,0,0
201806,22/06/2018,E9762001,E9762001,30464226,Recolocado,0,0,0
201806,19/06/2018,E9772001,E9772001,30456114,Recolocado,0,0,0
201806,19/06/2018,E9784001,E9784001,30464269,Recolocado,1,0,0
201806,19/06/2018,E9785001,E9785001,30467195,Recolocado,0,0,0
201806,20/06/2018,E9798001,E9798001,30466291,Recolocado,0,0,0
201806,20/06/2018,E9801001,E9801001,30464062,Recolocado,0,0,0
201806,25/06/2018,E9812001,E9812001,30468226,Recolocado,0,0,0
201806,21/06/2018,E9817001,E9817001,30464642,Recolocado,0,0,0
201806,21/06/2018,E9821001,E9821001,30466407,Recolocado,0,0,0
201806,21/06/2018,E9824001,E9824001,30465315,Recolocado,0,0,0
201806,22/06/2018,E9831001,E9831001,30465843,Recolocado,0,0,0
201806,22/06/2018,E9832001,E9832001,30460589,Recolocado,0,0,0
201806,22/06/2018,E9833001,E9833001,30467021,Recolocado,0,0,0
201806,22/06/2018,E9834001,E9834001,30464678,Recolocado,1,0,0
201806,22/06/2018,E9835001,E9835001,30467495,Recolocado,1,0,0
201806,22/06/2018,E9839001,E9839001,30464254,Recolocado,0,0,0
201806,22/06/2018,E9840001,E9840001,30465742,Recolocado,0,0,0
201806,25/06/2018,E9842001,E9842001,30471002,Recolocado,0,0,0
201806,25/06/2018,E9843001,E9843001,30468307,Recolocado,1,0,0
201806,25/06/2018,E9845001,E9845001,30460643,Recolocado,0,0,0
201806,25/06/2018,E9847001,E9847001,30468864,Recolocado,1,0,0
201806,25/06/2018,E9848001,E9848001,30467682,Recolocado,1,0,0
201806,27/06/2018,E9851001,E9851001,30465935,Recolocado,0,0,0
201806,30/06/2018,E9853001,E9853001,30464823,Recolocado,0,0,0
201806,28/06/2018,E9862001,E9862001,30466016,Recolocado,1,0,0
201806,27/06/2018,E9870001,E9870001,30465089,Recolocado,0,0,0
201806,26/06/2018,E9871001,E9871001,30466434,Recolocado,0,0,0
201806,26/06/2018,E9875001,E9875001,30466125,Recolocado,0,0,0
201806,28/06/2018,E9878001,E9878001,30464680,Recolocado,1,0,0
201806,27/06/2018,E9884001,E9884001,30468422,Recolocado,0,0,0
201806,27/06/2018,E9925001,E9925001,30468960,Recolocado,0,0,0
201806,27/06/2018,E9926001,E9926001,30460692,Recolocado,0,0,0
201806,27/06/2018,E9928001,E9928001,30470824,Recolocado,0,0,0
201806,30/06/2018,E9933001,E9933001,30466965,Recolocado,0,0,0
201806,27/06/2018,E9938001,E9938001,30469563,Recolocado,0,0,0
201806,28/06/2018,E9941001,E9941001,30469264,Recolocado,0,0,0
201806,28/06/2018,E9943001,E9943001,30469605,Recolocado,1,0,0
201806,28/06/2018,E9950001,E9950001,30471086,Recolocado,0,0,0
201806,28/06/2018,E9951001,E9951001,30465602,Recolocado,0,0,0
201806,28/06/2018,E9956001,E9956001,30469575,Recolocado,1,0,0
201806,28/06/2018,E9959001,E9959001,30469401,Recolocado,0,0,0
201806,28/06/2018,E9966001,E9966001,30468769,Recolocado,0,0,0
201806,28/06/2018,E9999001,E9999001,30470772,Recolocado,0,0,0
201806,30/06/2018,H0002001,H0002001,30472680,Recolocado,0,0,0
201806,30/06/2018,H0005001,H0005001,30472043,Recolocado,0,0,0
201806,30/06/2018,H0011001,H0011001,30466334,Recolocado,0,0,0
201806,30/06/2018,H0012001,H0012001,30469544,Recolocado,0,0,0
201806,30/06/2018,H0013001,H0013001,30467199,Recolocado,0,0,0
201806,30/06/2018,H0019001,H0019001,30470941,Recolocado,0,0,0
201806,30/06/2018,H0020001,H0020001,30472128,Recolocado,0,0,0
201806,30/06/2018,H0021001,H0021001,30469258,Recolocado,0,0,0
201806,30/06/2018,H0029001,H0029001,30471189,Recolocado,0,0,0
201806,30/06/2018,H0034001,H0034001,30472346,Recolocado,1,0,0
201806,30/06/2018,H0035001,H0035001,30468596,Recolocado,0,0,0
201806,30/06/2018,H0036001,H0036001,30471543,Recolocado,0,0,0
201806,30/06/2018,H0038001,H0038001,30473439,Recolocado,0,0,0
201806,30/06/2018,H0042001,H0042001,30473288,Recolocado,0,0,0
201806,30/06/2018,H0047001,H0047001,30473093,Recolocado,0,0,0
201806,30/06/2018,H0051001,H0051001,30472193,Recolocado,1,0,0
201806,30/06/2018,H0052001,H0052001,30472912,Recolocado,1,0,0
201807,31/07/2018,B7007004,B7007004,30486467,Recolocado,0,0,0
201807,12/07/2018,C0846002,C0846002,30476394,Recolocado,1,0,0
201807,20/07/2018,C9931002,C9931002,30481197,Recolocado,0,0,0
201807,25/07/2018,D3500002,D3500002,30476681,Recolocado,0,0,0
201807,20/07/2018,D9127002,D9127002,30478467,Recolocado,0,0,0
201807,30/07/2018,E3582002,E3582002,30486503,Recolocado,0,0,0
201807,12/07/2018,E7869002,E7869002,30476760,Recolocado,0,0,0
201807,17/07/2018,E9877002,E9877002,30480007,Recolocado,1,0,0
201807,5/07/2018,H0058001,H0058001,30471821,Recolocado,1,0,0
201807,10/07/2018,H0064001,H0064001,30472295,Recolocado,0,0,0
201807,5/07/2018,H0066001,H0066001,30468857,Recolocado,0,0,0
201807,9/07/2018,H0086001,H0086001,30469409,Recolocado,0,0,0
201807,10/07/2018,H0087001,H0087001,30476247,Recolocado,0,0,0
201807,9/07/2018,H0110001,H0110001,30472079,Recolocado,1,0,0
201807,10/07/2018,H0114001,H0114001,30469431,Recolocado,0,0,0
201807,10/07/2018,H0128001,H0128001,30474505,Recolocado,1,0,0
201807,10/07/2018,H0130001,H0130001,30473495,Recolocado,0,0,0
201807,12/07/2018,H0139001,H0139001,30472765,Recolocado,0,0,0
201807,12/07/2018,H0152001,H0152001,30474365,Recolocado,0,0,0
201807,12/07/2018,H0154001,H0154001,30472415,Recolocado,0,0,0
201807,12/07/2018,H0157001,H0157001,30477259,Recolocado,0,0,0
201807,12/07/2018,H0159001,H0159001,30477803,Recolocado,0,0,0
201807,12/07/2018,H0163001,H0163001,30476682,Recolocado,1,0,0
201807,12/07/2018,H0164001,H0164001,30476980,Recolocado,0,0,0
201807,12/07/2018,H0167001,H0167001,30477878,Recolocado,0,0,0
201807,12/07/2018,H0171001,H0171001,30476235,Recolocado,0,0,0
201807,13/07/2018,H0177001,H0177001,30477858,Recolocado,1,0,0
201807,13/07/2018,H0186001,H0186001,30478385,Recolocado,0,0,0
201807,16/07/2018,H0188001,H0188001,30478041,Recolocado,0,0,0
201807,18/07/2018,H0192001,H0192001,30478173,Recolocado,0,0,0
201807,16/07/2018,H0199001,H0199001,30476298,Recolocado,0,0,0
201807,17/07/2018,H0202001,H0202001,30479415,Recolocado,0,0,0
201807,16/07/2018,H0203001,H0203001,30477622,Recolocado,0,0,0
201807,16/07/2018,H0207001,H0207001,30479822,Recolocado,0,0,0
201807,17/07/2018,H0222001,H0222001,30470822,Recolocado,0,0,0
201807,17/07/2018,H0223001,H0223001,30478409,Recolocado,0,0,0
201807,17/07/2018,H0226001,H0226001,30479381,Recolocado,0,0,0
201807,18/07/2018,H0230001,H0230001,30475877,Recolocado,0,0,0
201807,18/07/2018,H0239001,H0239001,30479053,Recolocado,1,0,0
201807,20/07/2018,H0254001,H0254001,30474686,Recolocado,0,0,0
201807,20/07/2018,H0255001,H0255001,30482060,Recolocado,0,0,0
201807,20/07/2018,H0261001,H0261001,30481145,Recolocado,1,0,0
201807,20/07/2018,H0263001,H0263001,30477957,Recolocado,0,0,0
201807,20/07/2018,H0264001,H0264001,30478095,Recolocado,0,0,0
201807,20/07/2018,H0270001,H0270001,30476846,Recolocado,1,0,0
201807,20/07/2018,H0273001,H0273001,30482569,Recolocado,0,0,0
201807,20/07/2018,H0277001,H0277001,30478498,Recolocado,0,0,0
201807,20/07/2018,H0282001,H0282001,30480237,Recolocado,0,0,0
201807,23/07/2018,H0293001,H0293001,30480415,Recolocado,0,0,0
201807,25/07/2018,H0302001,H0302001,30477806,Recolocado,0,0,0
201807,23/07/2018,H0303001,H0303001,30474689,Recolocado,0,0,0
201807,25/07/2018,H0306001,H0306001,30480378,Recolocado,1,0,0
201807,23/07/2018,H0308001,H0308001,30480372,Recolocado,0,0,0
201807,26/07/2018,H0310001,H0310001,30482166,Recolocado,1,0,0
201807,23/07/2018,H0312001,H0312001,30482525,Recolocado,0,0,0
201807,23/07/2018,H0313001,H0313001,30477577,Recolocado,1,0,0
201807,25/07/2018,H0332001,H0332001,30480817,Recolocado,0,0,0
201807,25/07/2018,H0335001,H0335001,30481708,Recolocado,0,0,0
201807,25/07/2018,H0343001,H0343001,30482460,Recolocado,0,0,0
201807,25/07/2018,H0345001,H0345001,30480292,Recolocado,0,0,0
201807,25/07/2018,H0352001,H0352001,30483579,Recolocado,0,0,0
201807,25/07/2018,H0357001,H0357001,30478343,Recolocado,0,0,0
201807,25/07/2018,H0358001,H0358001,30482692,Recolocado,0,0,0
201807,26/07/2018,H0362001,H0362001,30482094,Recolocado,0,0,0
201807,26/07/2018,H0365001,H0365001,30484330,Recolocado,1,0,0
201807,26/07/2018,H0368001,H0368001,30482107,Recolocado,1,0,0
201807,27/07/2018,H0375001,H0375001,30477257,Recolocado,0,0,0
201807,31/07/2018,H0376001,H0376001,30486610,Recolocado,0,0,0
201807,27/07/2018,H0389001,H0389001,30486506,Recolocado,0,0,0
201807,31/07/2018,H0393001,H0393001,30477891,Recolocado,0,0,0
201807,27/07/2018,H0396001,H0396001,30476924,Recolocado,1,0,0
201807,27/07/2018,H0397001,H0397001,30483280,Recolocado,0,0,0
201807,27/07/2018,H0402001,H0402001,30484302,Recolocado,0,0,0
201807,30/07/2018,H0404001,H0404001,30480992,Recolocado,0,0,0
201807,31/07/2018,H0407001,H0407001,30483510,Recolocado,0,0,0
201807,27/07/2018,H0410001,H0410001,30485577,Recolocado,1,0,0
201807,30/07/2018,H0413001,H0413001,30484170,Recolocado,0,0,0
201807,31/07/2018,H0482001,H0482001,30479908,Recolocado,0,0,0
201807,31/07/2018,H0518001,H0518001,30485527,Recolocado,0,0,0
201807,31/07/2018,H0530001,H0530001,30485523,Recolocado,0,0,0
201807,31/07/2018,H0534001,H0534001,30487656,Recolocado,0,0,0
201807,31/07/2018,H0538001,H0538001,30484063,Recolocado,0,0,0
201807,31/07/2018,H0541001,H0541001,30479411,Recolocado,0,0,0
201807,31/07/2018,H0547001,H0547001,30479967,Recolocado,1,0,0
201807,31/07/2018,H0553001,H0553001,30484708,Recolocado,1,0,0
201807,31/07/2018,H0561001,H0561001,30478466,Recolocado,0,0,0
201808,29/08/2018,C1400004,C1400004,30504323,Recolocado,1,0,0
201808,27/08/2018,E4434002,E4434002,30499782,Recolocado,0,0,0
201808,27/08/2018,E5376002,E5376002,30494018,Recolocado,1,0,0
201808,6/08/2018,H0578001,H0578001,30483757,Recolocado,0,0,0
201808,7/08/2018,H0579001,H0579001,30486495,Recolocado,1,0,0
201808,7/08/2018,H0607001,H0607001,30483166,Recolocado,0,0,0
201808,7/08/2018,H0611001,H0611001,30492641,Recolocado,0,0,0
201808,7/08/2018,H0616001,H0616001,30491188,Recolocado,1,0,0
201808,8/08/2018,H0619001,H0619001,30489630,Recolocado,0,0,0
201808,8/08/2018,H0637001,H0637001,30494990,Recolocado,0,0,0
201808,9/08/2018,H0639001,H0639001,30486466,Recolocado,0,0,0
201808,8/08/2018,H0640001,H0640001,30494805,Recolocado,0,0,0
201808,9/08/2018,H0645001,H0645001,30491415,Recolocado,0,0,0
201808,13/08/2018,H0646001,H0646001,30494536,Recolocado,0,0,0
201808,9/08/2018,H0653001,H0653001,30492568,Recolocado,0,0,0
201808,9/08/2018,H0663001,H0663001,30490416,Recolocado,0,0,0
201808,9/08/2018,H0665001,H0665001,30488531,Recolocado,1,0,0
201808,10/08/2018,H0683001,H0683001,30493210,Recolocado,0,0,0
201808,13/08/2018,H0690001,H0690001,30495640,Recolocado,0,0,0
201808,13/08/2018,H0693001,H0693001,30494754,Recolocado,0,0,0
201808,13/08/2018,H0702001,H0702001,30482155,Recolocado,0,0,0
201808,14/08/2018,H0705001,H0705001,30495551,Recolocado,1,0,0
201808,13/08/2018,H0708001,H0708001,30488925,Recolocado,0,0,0
201808,13/08/2018,H0718001,H0718001,30492780,Recolocado,0,0,0
201808,14/08/2018,H0726001,H0726001,30497599,Recolocado,0,0,0
201808,14/08/2018,H0727001,H0727001,30494148,Recolocado,0,0,0
201808,14/08/2018,H0729001,H0729001,30497214,Recolocado,0,0,0
201808,14/08/2018,H0731001,H0731001,30488439,Recolocado,0,0,0
201808,15/08/2018,H0735001,H0735001,30497450,Recolocado,1,0,0
201808,21/08/2018,H0755001,H0755001,30497077,Recolocado,0,0,0
201808,17/08/2018,H0765001,H0765001,30495825,Recolocado,0,0,0
201808,17/08/2018,H0767001,H0767001,30491712,Recolocado,0,0,0
201808,17/08/2018,H0769001,H0769001,30500189,Recolocado,0,0,0
201808,27/08/2018,H0771001,H0771001,30496426,Recolocado,0,0,0
201808,21/08/2018,H0784001,H0784001,30497811,Recolocado,0,0,0
201808,17/08/2018,H0799001,H0799001,30499383,Recolocado,0,0,0
201808,24/08/2018,H0811001,H0811001,30493798,Recolocado,0,0,0
201808,21/08/2018,H0834001,H0834001,30496181,Recolocado,0,0,0
201808,21/08/2018,H0839001,H0839001,30498664,Recolocado,0,0,0
201808,21/08/2018,H0856001,H0856001,30497562,Recolocado,0,0,0
201808,21/08/2018,H0859001,H0859001,30496582,Recolocado,0,0,0
201808,24/08/2018,H0865001,H0865001,30497254,Recolocado,0,0,0
201808,21/08/2018,H0870001,H0870001,30495784,Recolocado,0,0,0
201808,21/08/2018,H0877001,H0877001,30493205,Recolocado,1,0,1
201808,21/08/2018,H0880001,H0880001,30500124,Recolocado,0,0,0
201808,27/08/2018,H0881001,H0881001,30500998,Recolocado,1,0,0
201808,22/08/2018,H0889001,H0889001,30494545,Recolocado,1,0,0
201808,23/08/2018,H0894001,H0894001,30500164,Recolocado,0,0,0
201808,22/08/2018,H0895001,H0895001,30488320,Recolocado,0,0,0
201808,24/08/2018,H0902001,H0902001,30495587,Recolocado,0,0,0
201808,23/08/2018,H0918001,H0918001,30500872,Recolocado,0,0,0
201808,23/08/2018,H0919001,H0919001,30497550,Recolocado,0,0,0
201808,29/08/2018,H0921001,H0921001,30501525,Recolocado,0,0,0
201808,23/08/2018,H0924001,H0924001,30501563,Recolocado,1,0,0
201808,24/08/2018,H0932001,H0932001,30494856,Recolocado,0,0,0
201808,24/08/2018,H0936001,H0936001,30499806,Recolocado,1,0,0
201808,24/08/2018,H0943001,H0943001,30493234,Recolocado,0,0,0
201808,31/08/2018,H0945001,H0945001,30497404,Recolocado,1,0,0
201808,28/08/2018,H0948001,H0948001,30501785,Recolocado,1,0,0
201808,24/08/2018,H0960001,H0960001,30501198,Recolocado,1,0,0
201808,24/08/2018,H0965001,H0965001,30491709,Recolocado,0,0,0
201808,24/08/2018,H0969001,H0969001,30501163,Recolocado,1,0,0
201808,29/08/2018,H0982001,H0982001,30501827,Recolocado,0,0,0
201808,27/08/2018,H0983001,H0983001,30504988,Recolocado,0,0,0
201808,27/08/2018,H0986001,H0986001,30500091,Recolocado,1,0,0
201808,31/08/2018,H0988001,H0988001,30500334,Recolocado,1,0,0
201808,28/08/2018,H0992001,H0992001,30497483,Recolocado,1,0,0
201808,27/08/2018,H0996001,H0996001,30503663,Recolocado,1,0,0
201808,27/08/2018,H0997001,H0997001,30500014,Recolocado,1,0,0
201808,27/08/2018,H0999001,H0999001,30490587,Recolocado,0,0,0
201808,31/08/2018,H1006001,H1006001,30502970,Recolocado,1,0,0
201808,29/08/2018,H1020001,H1020001,30496447,Recolocado,0,0,0
201808,31/08/2018,H1030001,H1030001,30501074,Recolocado,1,0,0
201808,29/08/2018,H1066001,H1066001,30504603,Recolocado,0,0,0
201808,31/08/2018,H1077001,H1077001,30504456,Recolocado,0,0,0
201808,31/08/2018,H1079001,H1079001,30496076,Recolocado,0,0,0
201808,31/08/2018,H1094001,H1094001,30504315,Recolocado,0,0,0
201808,31/08/2018,H1097001,H1097001,30502707,Recolocado,0,0,0
201808,31/08/2018,H1110001,H1110001,30506795,Recolocado,0,0,0
201808,31/08/2018,H1112001,H1112001,30506949,Recolocado,0,0,0
201808,31/08/2018,H1113001,H1113001,30504856,Recolocado,0,0,0
201808,31/08/2018,H1115001,H1115001,30505342,Recolocado,1,0,0
201808,31/08/2018,H1116001,H1116001,30497145,Recolocado,0,0,0
201808,31/08/2018,H1184001,H1184001,30503982,Recolocado,1,0,0
201808,31/08/2018,H1217001,H1217001,30501065,Recolocado,1,0,0
201808,31/08/2018,H1219001,H1219001,30503652,Recolocado,0,0,0
201808,31/08/2018,H1221001,H1221001,30506067,Recolocado,0,0,0
201808,31/08/2018,H1227001,H1227001,30504385,Recolocado,1,0,0
201808,31/08/2018,H1230001,H1230001,30507009,Recolocado,0,0,0
201808,31/08/2018,H1241001,H1241001,30505417,Recolocado,0,0,0
201808,31/08/2018,H1242001,H1242001,30506116,Recolocado,0,0,0
201809,5/09/2018,H1111001,H1111001,30505781,Recolocado,0,0,0
201809,5/09/2018,H1249001,H1249001,30505132,Recolocado,1,0,0
201809,7/09/2018,H1255001,H1255001,30505964,Recolocado,0,0,0
201809,5/09/2018,H1256001,H1256001,30499266,Recolocado,1,0,0
201809,7/09/2018,H1262001,H1262001,30503111,Recolocado,1,0,0
201809,5/09/2018,H1266001,H1266001,30505797,Recolocado,0,0,0
201809,7/09/2018,H1267001,H1267001,30499208,Recolocado,0,0,0
201809,5/09/2018,H1277001,H1277001,30504933,Recolocado,0,0,0
201809,6/09/2018,H1287001,H1287001,30507540,Recolocado,0,0,0
201809,7/09/2018,H1289001,H1289001,30500207,Recolocado,0,0,0
201809,14/09/2018,H1291001,H1291001,30504926,Recolocado,1,0,0
201809,7/09/2018,H1304001,H1304001,30505999,Recolocado,0,0,0
201809,11/09/2018,H1321001,H1321001,30505091,Recolocado,0,0,0
201809,11/09/2018,H1329001,H1329001,30514974,Recolocado,0,0,0
201809,11/09/2018,H1335001,H1335001,30508937,Recolocado,0,0,0
201809,11/09/2018,H1351001,H1351001,30506645,Recolocado,1,0,0
201809,26/09/2018,H1354001,H1354001,30505058,Recolocado,1,0,0
201809,11/09/2018,H1357001,H1357001,30517304,Recolocado,1,0,0
201809,12/09/2018,H1360001,H1360001,30515480,Recolocado,0,0,0
201809,17/09/2018,H1376001,H1376001,30507855,Recolocado,0,0,0
201809,14/09/2018,H1396001,H1396001,30509025,Recolocado,1,0,0
201809,13/09/2018,H1406001,H1406001,30515551,Recolocado,0,0,0
201809,19/09/2018,H1407001,H1407001,30514971,Recolocado,0,0,0
201809,14/09/2018,H1424001,H1424001,30504717,Recolocado,0,0,0
201809,28/09/2018,H1426001,H1426001,30518128,Recolocado,0,0,0
201809,14/09/2018,H1428001,H1428001,30515190,Recolocado,0,0,0
201809,17/09/2018,H1436001,H1436001,30505557,Recolocado,0,0,0
201809,17/09/2018,H1438001,H1438001,30511148,Recolocado,0,0,0
201809,27/09/2018,H1445001,H1445001,30504393,Recolocado,0,0,0
201809,17/09/2018,H1446001,H1446001,30511653,Recolocado,1,0,0
201809,17/09/2018,H1447001,H1447001,30515291,Recolocado,0,0,0
201809,17/09/2018,H1455001,H1455001,30518438,Recolocado,0,0,0
201809,17/09/2018,H1461001,H1461001,30518558,Recolocado,0,0,0
201809,18/09/2018,H1473001,H1473001,30517668,Recolocado,0,0,0
201809,18/09/2018,H1478001,H1478001,30506968,Recolocado,0,0,0
201809,18/09/2018,H1480001,H1480001,30509099,Recolocado,0,0,0
201809,26/09/2018,H1483001,H1483001,30517502,Recolocado,0,0,0
201809,25/09/2018,H1499001,H1499001,30517777,Recolocado,0,0,0
201809,19/09/2018,H1518001,H1518001,30518158,Recolocado,0,0,0
201809,26/09/2018,H1553001,H1553001,30513297,Recolocado,0,0,0
201809,26/09/2018,H1554001,H1554001,30522267,Recolocado,0,0,0
201809,25/09/2018,H1580001,H1580001,30518371,Recolocado,0,0,0
201809,26/09/2018,H1596001,H1596001,30519162,Recolocado,0,0,0
201809,28/09/2018,H1600001,H1600001,30516947,Recolocado,0,0,0
201809,30/09/2018,H1614001,H1614001,30519558,Recolocado,0,0,0
201809,25/09/2018,H1640001,H1640001,30523674,Recolocado,0,0,0
201809,29/09/2018,H1643001,H1643001,30507712,Recolocado,1,0,0
201809,26/09/2018,H1645001,H1645001,30520961,Recolocado,0,0,0
201809,26/09/2018,H1647001,H1647001,30515223,Recolocado,0,0,0
201809,26/09/2018,H1649001,H1649001,30518017,Recolocado,0,0,0
201809,26/09/2018,H1651001,H1651001,30521311,Recolocado,1,0,0
201809,28/09/2018,H1681001,H1681001,30520993,Recolocado,0,0,0
201809,27/09/2018,H1683001,H1683001,30523657,Recolocado,0,0,0
201809,27/09/2018,H1687001,H1687001,30523709,Recolocado,0,0,0
201809,28/09/2018,H1693001,H1693001,30527803,Recolocado,0,0,0
201809,27/09/2018,H1699001,H1699001,30522902,Recolocado,1,0,0
201809,28/09/2018,H1700001,H1700001,30519458,Recolocado,0,0,0
201809,28/09/2018,H1734001,H1734001,30519440,Recolocado,1,0,0
201809,29/09/2018,H1740001,H1740001,30515475,Recolocado,1,0,0
201809,28/09/2018,H1754001,H1754001,30522437,Recolocado,0,0,0
201809,28/09/2018,H1768001,H1768001,30530469,Recolocado,0,0,0
201809,28/09/2018,H1769001,H1769001,30527990,Recolocado,0,0,0
201809,29/09/2018,H1773001,H1773001,30518923,Recolocado,0,0,0
201809,29/09/2018,H1795001,H1795001,30518670,Recolocado,0,0,0
201809,29/09/2018,H1809001,H1809001,30525236,Recolocado,1,0,0
201809,29/09/2018,H1825001,H1825001,30519684,Recolocado,1,0,0
201809,29/09/2018,H1829001,H1829001,30525626,Recolocado,0,0,0
201809,29/09/2018,H1830001,H1830001,30524328,Recolocado,0,0,0
201809,29/09/2018,H1832001,H1832001,30525081,Recolocado,0,0,0
201809,29/09/2018,H1842001,H1842001,30528327,Recolocado,0,0,0
201809,29/09/2018,H1843001,H1843001,30528420,Recolocado,0,0,0
201809,29/09/2018,H1844001,H1844001,30525865,Recolocado,0,0,0
201809,29/09/2018,H1846001,H1846001,30519158,Recolocado,0,0,0
201809,30/09/2018,H1847001,H1847001,30520817,Recolocado,0,0,0
201809,29/09/2018,H1849001,H1849001,30525814,Recolocado,0,0,0
201809,29/09/2018,H1858001,H1858001,30525792,Recolocado,0,0,0
201809,29/09/2018,H1859001,H1859001,30526605,Recolocado,1,0,0
201809,29/09/2018,H1861001,H1861001,30527601,Recolocado,1,0,0
201809,29/09/2018,H1863001,H1863001,30515069,Recolocado,0,0,0
201809,29/09/2018,H1865001,H1865001,30524533,Recolocado,0,0,0
201809,30/09/2018,H1871001,H1871001,30526825,Recolocado,0,0,0
201809,30/09/2018,H1872001,H1872001,30522350,Recolocado,0,0,0
201810,31/10/2018,C1690002,C1690002,30547806,Recolocado,0,0,0
201810,11/10/2018,H1877001,H1877001,30527895,Recolocado,1,0,0
201810,11/10/2018,H1882001,H1882001,30524265,Recolocado,0,0,0
201810,12/10/2018,H1944001,H1944001,30517279,Recolocado,0,0,0
201810,15/10/2018,H1956001,H1956001,30526948,Recolocado,0,0,0
201810,11/10/2018,H1984001,H1984001,30525163,Recolocado,1,0,0
201810,16/10/2018,H1986001,H1986001,30529533,Recolocado,0,0,0
201810,11/10/2018,H2022001,H2022001,30520167,Recolocado,0,0,0
201810,15/10/2018,H2046001,H2046001,30537505,Recolocado,0,0,0
201810,12/10/2018,H2048001,H2048001,30530855,Recolocado,0,0,0
201810,16/10/2018,H2050001,H2050001,30537447,Recolocado,0,0,0
201810,12/10/2018,H2052001,H2052001,30525832,Recolocado,0,0,0
201810,15/10/2018,H2080001,H2080001,30536911,Recolocado,0,0,0
201810,15/10/2018,H2086001,H2086001,30520402,Recolocado,0,0,0
201810,15/10/2018,H2090001,H2090001,30533387,Recolocado,1,0,0
