"var","var_2","cor"
"2988","por_castigo_max1m6","por_uso_linea_max1m6",-0.2133
"2989","por_castigo_max1m6","cv_saldo_1m12",-0.5392
"2990","por_castigo_max1m6","por_cal1234_max1m6",0.7782
"2991","por_castigo_max1m6","disp_efectivo_max1m12",-0.2058
"2992","por_castigo_max1m6","por_uso_efectivo_max1m12",-0.2087
"2993","saldo_castigo_max1m6","saldo_cal34_1m",0.8095
"2994","saldo_castigo_max1m6","por_mora_0_min1m6",-0.4419
"2995","saldo_castigo_max1m6","por_cal4_1m",0.5656
"2996","saldo_castigo_max1m6","por_cal0_min1m3",-0.4723
"2997","saldo_castigo_max1m6","por_mora_0_min1m3",-0.471
"2998","saldo_castigo_max1m6","por_vig_min1m3",-0.5491
"2999","saldo_castigo_max1m6","por_castigo_max1m3",0.5942
"3000","saldo_castigo_max1m6","saldo_castigo_max1m3",0.9477
"3001","saldo_castigo_max1m6","frec_por_cal0_100_1m12",-0.5194
"3002","saldo_castigo_max1m6","saldo_cal4_1m",0.9121
"3003","saldo_castigo_max1m6","por_vig_min1m6",-0.5342
"3004","saldo_castigo_max1m6","saldo_cal234_max1m3",0.5236
"3005","saldo_castigo_max1m6","por_mora30_max1m3",0.5356
"3006","saldo_castigo_max1m6","saldo_mora30_max1m3",0.5822
"3007","saldo_castigo_max1m6","por_cal234_max1m3",0.5247
"3008","saldo_castigo_max1m6","por_mora30_1m",0.5477
"3009","saldo_castigo_max1m6","saldo_mora30_1m",0.8828
"3010","saldo_castigo_max1m6","por_cal234_1m",0.5409
"3011","saldo_castigo_max1m6","por_vig_1m",-0.5566
"3012","saldo_castigo_max1m6","por_vig_min1m12",-0.5372
"3013","saldo_castigo_max1m6","por_cal0_min1m6",-0.4407
"3014","saldo_castigo_max1m6","frec_calificacion_0_1m12",-0.4893
"3015","saldo_castigo_max1m6","por_castigo_1m",0.5939
"3016","saldo_castigo_max1m6","saldo_castigo_1m",0.9362
"3017","saldo_castigo_max1m6","por_castigo_max1m12",0.5985
"3018","saldo_castigo_max1m6","saldo_castigo_max1m12",0.939
"3019","saldo_castigo_max1m6","calificacion_max1m3",0.434
"3020","saldo_castigo_max1m6","saldo_cal234_1m",0.785
"3021","saldo_castigo_max1m6","por_mora30_max1m6",0.5127
"3022","saldo_castigo_max1m6","saldo_mora30_max1m6",0.5329
"3023","saldo_castigo_max1m6","frec_mora60_1m12",0.5986
"3024","saldo_castigo_max1m6","frec_mora90_1m12",0.5986
"3025","saldo_castigo_max1m6","frec_por_cal4_100_1m12",0.5468
"3026","saldo_castigo_max1m6","por_mora30_max1m12",0.5208
"3027","saldo_castigo_max1m6","saldo_mora30_max1m12",0.4585
"3028","saldo_castigo_max1m6","frec_mora120_1m12",0.5956
"3029","saldo_castigo_max1m6","provision",0.377
"3030","saldo_castigo_max1m6","frec_mora_0_1m12",-0.5078
"3031","saldo_castigo_max1m6","frec_calificacion_34_1m12",0.5733
"3032","saldo_castigo_max1m6","saldo_cal234_max1m6",0.4936
"3033","saldo_castigo_max1m6","por_cal0_1m",-0.5081
"3034","saldo_castigo_max1m6","por_mora_0_1m",-0.5015
"3035","saldo_castigo_max1m6","frec_calificacion_4_1m12",0.5677
"3036","saldo_castigo_max1m6","por_cal234_max1m6",0.5106
"3037","saldo_castigo_max1m6","saldo_cal1234_max1m3",0.3055
"3038","saldo_castigo_max1m6","saldo_cal234_max1m12",0.4267
"3039","saldo_castigo_max1m6","por_mora_0_min1m12",-0.4341
"3040","saldo_castigo_max1m6","por_cal1234_max1m3",0.4801
"3041","saldo_castigo_max1m6","por_cal234_max1m12",0.5133
"3042","saldo_castigo_max1m6","por_cal1234_1m",0.5094
"3043","saldo_castigo_max1m6","calificacion_1m",0.5256
"3044","saldo_castigo_max1m6","frec_mora30_1m12",0.5936
"3045","saldo_castigo_max1m6","calificacion_max1m6",0.5309
"3046","saldo_castigo_max1m6","saldo_cal1234_1m",0.515
"3047","saldo_castigo_max1m6","can_emp_1m",0.0717
"3048","saldo_castigo_max1m6","edad",-0.0087
"3049","saldo_castigo_max1m6","frec_mora0_1m12",0.5649
"3050","saldo_castigo_max1m6","por_cal0_min1m12",-0.425
"3051","saldo_castigo_max1m6","frec_calificacion_234_1m12",0.5699
"3052","saldo_castigo_max1m6","mora_max1m3",0.3899
"3053","saldo_castigo_max1m6","por_mora0_max1m3",0.471
"3054","saldo_castigo_max1m6","saldo_mora0_max1m3",0.2418
"3055","saldo_castigo_max1m6","mora_1m",0.3866
"3056","saldo_castigo_max1m6","por_mora0_1m",0.5015
"3057","saldo_castigo_max1m6","saldo_mora0_1m",0.3357
"3058","saldo_castigo_max1m6","frec_calificacion_1234_1m12",0.5579
"3059","saldo_castigo_max1m6","disp_efectivo_max1m6",-0.0631
"3060","saldo_castigo_max1m6","por_uso_efectivo_max1m6",-0.1017
"3061","saldo_castigo_max1m6","linea_usada_max1m6",-0.1293
"3062","saldo_castigo_max1m6","calificacion_max1m12",0.5395
"3063","saldo_castigo_max1m6","linea_total_max1m6",-0.1592
"3064","saldo_castigo_max1m6","saldo_cal1234_max1m6",0.2886
"3065","saldo_castigo_max1m6","por_uso_linea_max1m6",-0.2037
"3066","saldo_castigo_max1m6","cv_saldo_1m12",-0.3454
"3067","saldo_castigo_max1m6","por_cal1234_max1m6",0.4588
"3068","saldo_castigo_max1m6","disp_efectivo_max1m12",-0.1125
"3069","saldo_castigo_max1m6","por_uso_efectivo_max1m12",-0.1268
"3070","saldo_cal34_1m","por_mora_0_min1m6",-0.4396
"3071","saldo_cal34_1m","por_cal4_1m",0.4939
"3072","saldo_cal34_1m","por_cal0_min1m3",-0.4731
"3073","saldo_cal34_1m","por_mora_0_min1m3",-0.4591
"3074","saldo_cal34_1m","por_vig_min1m3",-0.5092
"3075","saldo_cal34_1m","por_castigo_max1m3",0.4904
"3076","saldo_cal34_1m","saldo_castigo_max1m3",0.8519
"3077","saldo_cal34_1m","frec_por_cal0_100_1m12",-0.4862
"3078","saldo_cal34_1m","saldo_cal4_1m",0.8862
"3079","saldo_cal34_1m","por_vig_min1m6",-0.5038
"3080","saldo_cal34_1m","saldo_cal234_max1m3",0.6405
"3081","saldo_cal34_1m","por_mora30_max1m3",0.5084
"3082","saldo_cal34_1m","saldo_mora30_max1m3",0.5688
"3083","saldo_cal34_1m","por_cal234_max1m3",0.5159
"3084","saldo_cal34_1m","por_mora30_1m",0.4917
"3085","saldo_cal34_1m","saldo_mora30_1m",0.8781
"3086","saldo_cal34_1m","por_cal234_1m",0.5245
"3087","saldo_cal34_1m","por_vig_1m",-0.4888
"3088","saldo_cal34_1m","por_vig_min1m12",-0.5088
"3089","saldo_cal34_1m","por_cal0_min1m6",-0.4459
"3090","saldo_cal34_1m","frec_calificacion_0_1m12",-0.4496
"3091","saldo_cal34_1m","por_castigo_1m",0.4697
"3092","saldo_cal34_1m","saldo_castigo_1m",0.8608
"3093","saldo_cal34_1m","por_castigo_max1m12",0.4982
"3094","saldo_cal34_1m","saldo_castigo_max1m12",0.765
"3095","saldo_cal34_1m","calificacion_max1m3",0.5164
"3096","saldo_cal34_1m","saldo_cal234_1m",0.9771
"3097","saldo_cal34_1m","por_mora30_max1m6",0.4999
"3098","saldo_cal34_1m","saldo_mora30_max1m6",0.4776
"3099","saldo_cal34_1m","frec_mora60_1m12",0.5359
"3100","saldo_cal34_1m","frec_mora90_1m12",0.5272
"3101","saldo_cal34_1m","frec_por_cal4_100_1m12",0.4521
"3102","saldo_cal34_1m","por_mora30_max1m12",0.5059
"3103","saldo_cal34_1m","saldo_mora30_max1m12",0.4074
"3104","saldo_cal34_1m","frec_mora120_1m12",0.5176
"3105","saldo_cal34_1m","provision",0.432
"3106","saldo_cal34_1m","frec_mora_0_1m12",-0.4794
"3107","saldo_cal34_1m","frec_calificacion_34_1m12",0.5013
"3108","saldo_cal34_1m","saldo_cal234_max1m6",0.5408
"3109","saldo_cal34_1m","por_cal0_1m",-0.4958
"3110","saldo_cal34_1m","por_mora_0_1m",-0.4488
"3111","saldo_cal34_1m","frec_calificacion_4_1m12",0.478
"3112","saldo_cal34_1m","por_cal234_max1m6",0.5034
"3113","saldo_cal34_1m","saldo_cal1234_max1m3",0.4264
"3114","saldo_cal34_1m","saldo_cal234_max1m12",0.4637
"3115","saldo_cal34_1m","por_mora_0_min1m12",-0.4347
"3116","saldo_cal34_1m","por_cal1234_max1m3",0.4785
"3117","saldo_cal34_1m","por_cal234_max1m12",0.507
"3118","saldo_cal34_1m","por_cal1234_1m",0.4958
"3119","saldo_cal34_1m","calificacion_1m",0.516
"3120","saldo_cal34_1m","frec_mora30_1m12",0.5409
"3121","saldo_cal34_1m","calificacion_max1m6",0.5105
"3122","saldo_cal34_1m","saldo_cal1234_1m",0.6554
"3123","saldo_cal34_1m","can_emp_1m",0.1054
"3124","saldo_cal34_1m","edad",-0.0517
"3125","saldo_cal34_1m","frec_mora0_1m12",0.5277
"3126","saldo_cal34_1m","por_cal0_min1m12",-0.4306
"3127","saldo_cal34_1m","frec_calificacion_234_1m12",0.5082
"3128","saldo_cal34_1m","mora_max1m3",0.322
"3129","saldo_cal34_1m","por_mora0_max1m3",0.4591
"3130","saldo_cal34_1m","saldo_mora0_max1m3",0.2661
"3131","saldo_cal34_1m","mora_1m",0.3225
"3132","saldo_cal34_1m","por_mora0_1m",0.4488
"3133","saldo_cal34_1m","saldo_mora0_1m",0.3376
"3134","saldo_cal34_1m","frec_calificacion_1234_1m12",0.5096
"3135","saldo_cal34_1m","disp_efectivo_max1m6",-0.0857
"3136","saldo_cal34_1m","por_uso_efectivo_max1m6",-0.0631
"3137","saldo_cal34_1m","linea_usada_max1m6",-0.138
"3138","saldo_cal34_1m","calificacion_max1m12",0.5199
"3139","saldo_cal34_1m","linea_total_max1m6",-0.1809
"3140","saldo_cal34_1m","saldo_cal1234_max1m6",0.3523
"3141","saldo_cal34_1m","por_uso_linea_max1m6",-0.0964
"3142","saldo_cal34_1m","cv_saldo_1m12",-0.321
"3143","saldo_cal34_1m","por_cal1234_max1m6",0.4597
"3144","saldo_cal34_1m","disp_efectivo_max1m12",-0.1249
"3145","saldo_cal34_1m","por_uso_efectivo_max1m12",-0.1015
"3146","por_mora_0_min1m6","por_cal4_1m",-0.7999
"3147","por_mora_0_min1m6","por_cal0_min1m3",0.8894
"3148","por_mora_0_min1m6","por_mora_0_min1m3",0.9505
"3149","por_mora_0_min1m6","por_vig_min1m3",0.8261
"3150","por_mora_0_min1m6","por_castigo_max1m3",-0.7632
"3151","por_mora_0_min1m6","saldo_castigo_max1m3",-0.4644
"3152","por_mora_0_min1m6","frec_por_cal0_100_1m12",0.7387
"3153","por_mora_0_min1m6","saldo_cal4_1m",-0.4892
"3154","por_mora_0_min1m6","por_vig_min1m6",0.8345
"3155","por_mora_0_min1m6","saldo_cal234_max1m3",-0.3141
"3156","por_mora_0_min1m6","por_mora30_max1m3",-0.8453
"3157","por_mora_0_min1m6","saldo_mora30_max1m3",-0.3524
"3158","por_mora_0_min1m6","por_cal234_max1m3",-0.8441
"3159","por_mora_0_min1m6","por_mora30_1m",-0.8387
"3160","por_mora_0_min1m6","saldo_mora30_1m",-0.5003
"3161","por_mora_0_min1m6","por_cal234_1m",-0.8396
"3162","por_mora_0_min1m6","por_vig_1m",0.8244
"3163","por_mora_0_min1m6","por_vig_min1m12",0.8152
"3164","por_mora_0_min1m6","por_cal0_min1m6",0.8969
"3165","por_mora_0_min1m6","frec_calificacion_0_1m12",0.7542
"3166","por_mora_0_min1m6","por_castigo_1m",-0.7696
"3167","por_mora_0_min1m6","saldo_castigo_1m",-0.4729
"3168","por_mora_0_min1m6","por_castigo_max1m12",-0.7444
"3169","por_mora_0_min1m6","saldo_castigo_max1m12",-0.4179
"3170","por_mora_0_min1m6","calificacion_max1m3",-0.7673
"3171","por_mora_0_min1m6","saldo_cal234_1m",-0.4409
"3172","por_mora_0_min1m6","por_mora30_max1m6",-0.8622
"3173","por_mora_0_min1m6","saldo_mora30_max1m6",-0.3118
"3174","por_mora_0_min1m6","frec_mora60_1m12",-0.7524
"3175","por_mora_0_min1m6","frec_mora90_1m12",-0.7341
"3176","por_mora_0_min1m6","frec_por_cal4_100_1m12",-0.7159
"3177","por_mora_0_min1m6","por_mora30_max1m12",-0.8443
"3178","por_mora_0_min1m6","saldo_mora30_max1m12",-0.2544
"3179","por_mora_0_min1m6","frec_mora120_1m12",-0.719
"3180","por_mora_0_min1m6","provision",-0.2265
"3181","por_mora_0_min1m6","frec_mora_0_1m12",0.7718
"3182","por_mora_0_min1m6","frec_calificacion_34_1m12",-0.7714
"3183","por_mora_0_min1m6","saldo_cal234_max1m6",-0.2801
"3184","por_mora_0_min1m6","por_cal0_1m",0.8769
"3185","por_mora_0_min1m6","por_mora_0_1m",0.9131
"3186","por_mora_0_min1m6","frec_calificacion_4_1m12",-0.7347
"3187","por_mora_0_min1m6","por_cal234_max1m6",-0.8608
"3188","por_mora_0_min1m6","saldo_cal1234_max1m3",-0.2286
"3189","por_mora_0_min1m6","saldo_cal234_max1m12",-0.2282
"3190","por_mora_0_min1m6","por_mora_0_min1m12",0.9358
"3191","por_mora_0_min1m6","por_cal1234_max1m3",-0.9015
"3192","por_mora_0_min1m6","por_cal234_max1m12",-0.8332
"3193","por_mora_0_min1m6","por_cal1234_1m",-0.8786
"3194","por_mora_0_min1m6","calificacion_1m",-0.8154
"3195","por_mora_0_min1m6","frec_mora30_1m12",-0.7759
"3196","por_mora_0_min1m6","calificacion_max1m6",-0.8847
"3197","por_mora_0_min1m6","saldo_cal1234_1m",-0.3256
"3198","por_mora_0_min1m6","can_emp_1m",0.2997
"3199","por_mora_0_min1m6","edad",0.0777
"3200","por_mora_0_min1m6","frec_mora0_1m12",-0.8449
"3201","por_mora_0_min1m6","por_cal0_min1m12",0.8272
"3202","por_mora_0_min1m6","frec_calificacion_234_1m12",-0.7967
"3203","por_mora_0_min1m6","mora_max1m3",-0.5125
"3204","por_mora_0_min1m6","por_mora0_max1m3",-0.9505
"3205","por_mora_0_min1m6","saldo_mora0_max1m3",-0.2276
"3206","por_mora_0_min1m6","mora_1m",-0.5169
"3207","por_mora_0_min1m6","por_mora0_1m",-0.9131
"3208","por_mora_0_min1m6","saldo_mora0_1m",-0.256
"3209","por_mora_0_min1m6","frec_calificacion_1234_1m12",-0.8443
"3210","por_mora_0_min1m6","disp_efectivo_max1m6",0.2047
"3211","por_mora_0_min1m6","por_uso_efectivo_max1m6",0.0863
"3212","por_mora_0_min1m6","linea_usada_max1m6",0.2719
"3213","por_mora_0_min1m6","calificacion_max1m12",-0.8628
"3214","por_mora_0_min1m6","linea_total_max1m6",0.3234
"3215","por_mora_0_min1m6","saldo_cal1234_max1m6",-0.2006
"3216","por_mora_0_min1m6","por_uso_linea_max1m6",-0.0084
"3217","por_mora_0_min1m6","cv_saldo_1m12",0.4959
"3218","por_mora_0_min1m6","por_cal1234_max1m6",-0.9337
"3219","por_mora_0_min1m6","disp_efectivo_max1m12",0.2353
"3220","por_mora_0_min1m6","por_uso_efectivo_max1m12",0.0983
"3221","por_cal4_1m","por_cal0_min1m3",-0.8118
"3222","por_cal4_1m","por_mora_0_min1m3",-0.8408
"3223","por_cal4_1m","por_vig_min1m3",-0.9599
"3224","por_cal4_1m","por_castigo_max1m3",0.9537
"3225","por_cal4_1m","saldo_castigo_max1m3",0.5899
"3226","por_cal4_1m","frec_por_cal0_100_1m12",-0.7941
"3227","por_cal4_1m","saldo_cal4_1m",0.6061
"3228","por_cal4_1m","por_vig_min1m6",-0.9457
"3229","por_cal4_1m","saldo_cal234_max1m3",0.2978
"3230","por_cal4_1m","por_mora30_max1m3",0.944
"3231","por_cal4_1m","saldo_mora30_max1m3",0.375
"3232","por_cal4_1m","por_cal234_max1m3",0.9291
"3233","por_cal4_1m","por_mora30_1m",0.9601
"3234","por_cal4_1m","saldo_mora30_1m",0.5648
"3235","por_cal4_1m","por_cal234_1m",0.9491
"3236","por_cal4_1m","por_vig_1m",-0.9701
"3237","por_cal4_1m","por_vig_min1m12",-0.9117
"3238","por_cal4_1m","por_cal0_min1m6",-0.7665
"3239","por_cal4_1m","frec_calificacion_0_1m12",-0.8196
"3240","por_cal4_1m","por_castigo_1m",0.9569
"3241","por_cal4_1m","saldo_castigo_1m",0.5892
"3242","por_cal4_1m","por_castigo_max1m12",0.9262
"3243","por_cal4_1m","saldo_castigo_max1m12",0.4815
"3244","por_cal4_1m","calificacion_max1m3",0.798
"3245","por_cal4_1m","saldo_cal234_1m",0.4616
"3246","por_cal4_1m","por_mora30_max1m6",0.9252
"3247","por_cal4_1m","saldo_mora30_max1m6",0.3072
"3248","por_cal4_1m","frec_mora60_1m12",0.9268
"3249","por_cal4_1m","frec_mora90_1m12",0.9201
"3250","por_cal4_1m","frec_por_cal4_100_1m12",0.9115
"3251","por_cal4_1m","por_mora30_max1m12",0.892
"3252","por_cal4_1m","saldo_mora30_max1m12",0.2343
"3253","por_cal4_1m","frec_mora120_1m12",0.9096
"3254","por_cal4_1m","provision",0.2716
"3255","por_cal4_1m","frec_mora_0_1m12",-0.7835
"3256","por_cal4_1m","frec_calificacion_34_1m12",0.9464
"3257","por_cal4_1m","saldo_cal234_max1m6",0.2393
"3258","por_cal4_1m","por_cal0_1m",-0.851
"3259","por_cal4_1m","por_mora_0_1m",-0.8804
"3260","por_cal4_1m","frec_calificacion_4_1m12",0.9292
"3261","por_cal4_1m","por_cal234_max1m6",0.9062
"3262","por_cal4_1m","saldo_cal1234_max1m3",0.1273
"3263","por_cal4_1m","saldo_cal234_max1m12",0.1825
"3264","por_cal4_1m","por_mora_0_min1m12",-0.7449
"3265","por_cal4_1m","por_cal1234_max1m3",0.8652
"3266","por_cal4_1m","por_cal234_max1m12",0.8739
"3267","por_cal4_1m","por_cal1234_1m",0.9002
"3268","por_cal4_1m","calificacion_1m",0.784
"3269","por_cal4_1m","frec_mora30_1m12",0.9291
"3270","por_cal4_1m","calificacion_max1m6",0.8095
"3271","por_cal4_1m","saldo_cal1234_1m",0.2481
"3272","por_cal4_1m","can_emp_1m",-0.2838
"3273","por_cal4_1m","edad",-0.052
"3274","por_cal4_1m","frec_mora0_1m12",0.8951
"3275","por_cal4_1m","por_cal0_min1m12",-0.7049
"3276","por_cal4_1m","frec_calificacion_234_1m12",0.9512
"3277","por_cal4_1m","mora_max1m3",0.6397
"3278","por_cal4_1m","por_mora0_max1m3",0.8408
"3279","por_cal4_1m","saldo_mora0_max1m3",0.0783
"3280","por_cal4_1m","mora_1m",0.6398
"3281","por_cal4_1m","por_mora0_1m",0.8804
"3282","por_cal4_1m","saldo_mora0_1m",0.1298
"3283","por_cal4_1m","frec_calificacion_1234_1m12",0.9427
"3284","por_cal4_1m","disp_efectivo_max1m6",-0.1632
"3285","por_cal4_1m","por_uso_efectivo_max1m6",-0.1715
"3286","por_cal4_1m","linea_usada_max1m6",-0.236
"3287","por_cal4_1m","calificacion_max1m12",0.8085
"3288","por_cal4_1m","linea_total_max1m6",-0.2443
"3289","por_cal4_1m","saldo_cal1234_max1m6",0.071
"3290","por_cal4_1m","por_uso_linea_max1m6",-0.1188
"3291","por_cal4_1m","cv_saldo_1m12",-0.5657
"3292","por_cal4_1m","por_cal1234_max1m6",0.8279
"3293","por_cal4_1m","disp_efectivo_max1m12",-0.2039
"3294","por_cal4_1m","por_uso_efectivo_max1m12",-0.1949
"3295","por_cal0_min1m3","por_mora_0_min1m3",0.9283
"3296","por_cal0_min1m3","por_vig_min1m3",0.8762
"3297","por_cal0_min1m3","por_castigo_max1m3",-0.8055
"3298","por_cal0_min1m3","saldo_castigo_max1m3",-0.4915
"3299","por_cal0_min1m3","frec_por_cal0_100_1m12",0.7994
"3300","por_cal0_min1m3","saldo_cal4_1m",-0.5213
"3301","por_cal0_min1m3","por_vig_min1m6",0.8691
"3302","por_cal0_min1m3","saldo_cal234_max1m3",-0.3515
"3303","por_cal0_min1m3","por_mora30_max1m3",-0.8938
"3304","por_cal0_min1m3","saldo_mora30_max1m3",-0.3737
"3305","por_cal0_min1m3","por_cal234_max1m3",-0.8632
"3306","por_cal0_min1m3","por_mora30_1m",-0.8895
"3307","por_cal0_min1m3","saldo_mora30_1m",-0.5336
"3308","por_cal0_min1m3","por_cal234_1m",-0.8588
"3309","por_cal0_min1m3","por_vig_1m",0.8767
"3310","por_cal0_min1m3","por_vig_min1m12",0.8448
"3311","por_cal0_min1m3","por_cal0_min1m6",0.9449
"3312","por_cal0_min1m3","frec_calificacion_0_1m12",0.8155
"3313","por_cal0_min1m3","por_castigo_1m",-0.8155
"3314","por_cal0_min1m3","saldo_castigo_1m",-0.503
"3315","por_cal0_min1m3","por_castigo_max1m12",-0.784
"3316","por_cal0_min1m3","saldo_castigo_max1m12",-0.4203
"3317","por_cal0_min1m3","calificacion_max1m3",-0.8837
"3318","por_cal0_min1m3","saldo_cal234_1m",-0.4797
"3319","por_cal0_min1m3","por_mora30_max1m6",-0.8816
"3320","por_cal0_min1m3","saldo_mora30_max1m6",-0.3092
"3321","por_cal0_min1m3","frec_mora60_1m12",-0.7659
"3322","por_cal0_min1m3","frec_mora90_1m12",-0.7482
"3323","por_cal0_min1m3","frec_por_cal4_100_1m12",-0.723
"3324","por_cal0_min1m3","por_mora30_max1m12",-0.863
"3325","por_cal0_min1m3","saldo_mora30_max1m12",-0.2539
"3326","por_cal0_min1m3","frec_mora120_1m12",-0.7322
"3327","por_cal0_min1m3","provision",-0.2509
"3328","por_cal0_min1m3","frec_mora_0_1m12",0.7949
"3329","por_cal0_min1m3","frec_calificacion_34_1m12",-0.7847
"3330","por_cal0_min1m3","saldo_cal234_max1m6",-0.2897
"3331","por_cal0_min1m3","por_cal0_1m",0.9554
"3332","por_cal0_min1m3","por_mora_0_1m",0.9173
"3333","por_cal0_min1m3","frec_calificacion_4_1m12",-0.7443
"3334","por_cal0_min1m3","por_cal234_max1m6",-0.85
"3335","por_cal0_min1m3","saldo_cal1234_max1m3",-0.2708
"3336","por_cal0_min1m3","saldo_cal234_max1m12",-0.2411
"3337","por_cal0_min1m3","por_mora_0_min1m12",0.8337
"3338","por_cal0_min1m3","por_cal1234_max1m3",-0.926
"3339","por_cal0_min1m3","por_cal234_max1m12",-0.8302
"3340","por_cal0_min1m3","por_cal1234_1m",-0.9022
"3341","por_cal0_min1m3","calificacion_1m",-0.8733
"3342","por_cal0_min1m3","frec_mora30_1m12",-0.7856
"3343","por_cal0_min1m3","calificacion_max1m6",-0.8773
"3344","por_cal0_min1m3","saldo_cal1234_1m",-0.3633
"3345","por_cal0_min1m3","can_emp_1m",0.3175
"3346","por_cal0_min1m3","edad",0.0787
"3347","por_cal0_min1m3","frec_mora0_1m12",-0.808
"3348","por_cal0_min1m3","por_cal0_min1m12",0.8694
"3349","por_cal0_min1m3","frec_calificacion_234_1m12",-0.8084
"3350","por_cal0_min1m3","mora_max1m3",-0.5318
"3351","por_cal0_min1m3","por_mora0_max1m3",-0.9283
"3352","por_cal0_min1m3","saldo_mora0_max1m3",-0.1625
"3353","por_cal0_min1m3","mora_1m",-0.542
"3354","por_cal0_min1m3","por_mora0_1m",-0.9173
"3355","por_cal0_min1m3","saldo_mora0_1m",-0.1827
"3356","por_cal0_min1m3","frec_calificacion_1234_1m12",-0.8473
"3357","por_cal0_min1m3","disp_efectivo_max1m6",0.2182
"3358","por_cal0_min1m3","por_uso_efectivo_max1m6",0.1603
"3359","por_cal0_min1m3","linea_usada_max1m6",0.3048
"3360","por_cal0_min1m3","calificacion_max1m12",-0.8591
"3361","por_cal0_min1m3","linea_total_max1m6",0.3209
"3362","por_cal0_min1m3","saldo_cal1234_max1m6",-0.2019
"3363","por_cal0_min1m3","por_uso_linea_max1m6",0.2136
"3364","por_cal0_min1m3","cv_saldo_1m12",0.4733
"3365","por_cal0_min1m3","por_cal1234_max1m6",-0.8914
"3366","por_cal0_min1m3","disp_efectivo_max1m12",0.2411
"3367","por_cal0_min1m3","por_uso_efectivo_max1m12",0.1557
"3368","por_mora_0_min1m3","por_vig_min1m3",0.862
"3369","por_mora_0_min1m3","por_castigo_max1m3",-0.7956
"3370","por_mora_0_min1m3","saldo_castigo_max1m3",-0.4852
"3371","por_mora_0_min1m3","frec_por_cal0_100_1m12",0.7668
"3372","por_mora_0_min1m3","saldo_cal4_1m",-0.5118
"3373","por_mora_0_min1m3","por_vig_min1m6",0.8591
"3374","por_mora_0_min1m3","saldo_cal234_max1m3",-0.3162
"3375","por_mora_0_min1m3","por_mora30_max1m3",-0.8905
"3376","por_mora_0_min1m3","saldo_mora30_max1m3",-0.3693
"3377","por_mora_0_min1m3","por_cal234_max1m3",-0.8838
"3378","por_mora_0_min1m3","por_mora30_1m",-0.8831
"3379","por_mora_0_min1m3","saldo_mora30_1m",-0.5259
"3380","por_mora_0_min1m3","por_cal234_1m",-0.8822
"3381","por_mora_0_min1m3","por_vig_1m",0.8635
"3382","por_mora_0_min1m3","por_vig_min1m12",0.8375
"3383","por_mora_0_min1m3","por_cal0_min1m6",0.8821
"3384","por_mora_0_min1m3","frec_calificacion_0_1m12",0.7862
"3385","por_mora_0_min1m3","por_castigo_1m",-0.8054
"3386","por_mora_0_min1m3","saldo_castigo_1m",-0.4953
"3387","por_mora_0_min1m3","por_castigo_max1m12",-0.7795
"3388","por_mora_0_min1m3","saldo_castigo_max1m12",-0.4522
"3389","por_mora_0_min1m3","calificacion_max1m3",-0.9048
"3390","por_mora_0_min1m3","saldo_cal234_1m",-0.4608
"3391","por_mora_0_min1m3","por_mora30_max1m6",-0.8751
"3392","por_mora_0_min1m3","saldo_mora30_max1m6",-0.3207
"3393","por_mora_0_min1m3","frec_mora60_1m12",-0.7943
"3394","por_mora_0_min1m3","frec_mora90_1m12",-0.778
"3395","por_mora_0_min1m3","frec_por_cal4_100_1m12",-0.755
"3396","por_mora_0_min1m3","por_mora30_max1m12",-0.8557
"3397","por_mora_0_min1m3","saldo_mora30_max1m12",-0.2633
"3398","por_mora_0_min1m3","frec_mora120_1m12",-0.763
"3399","por_mora_0_min1m3","provision",-0.247
"3400","por_mora_0_min1m3","frec_mora_0_1m12",0.7937
"3401","por_mora_0_min1m3","frec_calificacion_34_1m12",-0.8086
"3402","por_mora_0_min1m3","saldo_cal234_max1m6",-0.2744
"3403","por_mora_0_min1m3","por_cal0_1m",0.9204
"3404","por_mora_0_min1m3","por_mora_0_1m",0.9615
"3405","por_mora_0_min1m3","frec_calificacion_4_1m12",-0.7736
"3406","por_mora_0_min1m3","por_cal234_max1m6",-0.8719
"3407","por_mora_0_min1m3","saldo_cal1234_max1m3",-0.2324
"3408","por_mora_0_min1m3","saldo_cal234_max1m12",-0.2261
"3409","por_mora_0_min1m3","por_mora_0_min1m12",0.8894
"3410","por_mora_0_min1m3","por_cal1234_max1m3",-0.9453
"3411","por_mora_0_min1m3","por_cal234_max1m12",-0.8457
"3412","por_mora_0_min1m3","por_cal1234_1m",-0.9238
"3413","por_mora_0_min1m3","calificacion_1m",-0.8694
"3414","por_mora_0_min1m3","frec_mora30_1m12",-0.8135
"3415","por_mora_0_min1m3","calificacion_max1m6",-0.8976
"3416","por_mora_0_min1m3","saldo_cal1234_1m",-0.3408
"3417","por_mora_0_min1m3","can_emp_1m",0.3073
"3418","por_mora_0_min1m3","edad",0.0811
"3419","por_mora_0_min1m3","frec_mora0_1m12",-0.8648
"3420","por_mora_0_min1m3","por_cal0_min1m12",0.8162
"3421","por_mora_0_min1m3","frec_calificacion_234_1m12",-0.8306
"3422","por_mora_0_min1m3","mora_max1m3",-0.534
"3423","por_mora_0_min1m3","por_mora0_max1m3",-1
"3424","por_mora_0_min1m3","saldo_mora0_max1m3",-0.2387
"3425","por_mora_0_min1m3","mora_1m",-0.5411
