"var","var_2","cor"
"1423","saldo_cal4_max1m6","saldo_mora0_1m",0.2923
"1424","saldo_cal4_max1m6","frec_calificacion_1234_1m12",0.4875
"1425","saldo_cal4_max1m6","disp_efectivo_max1m6",-0.0742
"1426","saldo_cal4_max1m6","por_uso_efectivo_max1m6",-0.0936
"1427","saldo_cal4_max1m6","linea_usada_max1m6",-0.1364
"1428","saldo_cal4_max1m6","calificacion_max1m12",0.4884
"1429","saldo_cal4_max1m6","linea_total_max1m6",-0.1722
"1430","saldo_cal4_max1m6","saldo_cal1234_max1m6",0.3829
"1431","saldo_cal4_max1m6","por_uso_linea_max1m6",-0.18
"1432","saldo_cal4_max1m6","cv_saldo_1m12",-0.2888
"1433","saldo_cal4_max1m6","por_cal1234_max1m6",0.4189
"1434","saldo_cal4_max1m6","disp_efectivo_max1m12",-0.0876
"1435","saldo_cal4_max1m6","por_uso_efectivo_max1m12",-0.0966
"1436","por_mora90_max1m6","saldo_mora90_max1m6",0.505
"1437","por_mora90_max1m6","saldo_cal34_max1m12",0.3208
"1438","por_mora90_max1m6","por_cal34_max1m12",0.9402
"1439","por_mora90_max1m6","ci_pv",-0.0231
"1440","por_mora90_max1m6","saldo_cal34_max1m6",0.3527
"1441","por_mora90_max1m6","por_cal4_max1m6",0.9769
"1442","por_mora90_max1m6","saldo_cal4_max1m12",0.4251
"1443","por_mora90_max1m6","por_cal34_1m",0.9715
"1444","por_mora90_max1m6","por_cal4_max1m12",0.959
"1445","por_mora90_max1m6","saldo_cal4_max1m3",0.5058
"1446","por_mora90_max1m6","por_mora60_1m",0.9802
"1447","por_mora90_max1m6","saldo_mora60_1m",0.5913
"1448","por_mora90_max1m6","por_cal4_max1m3",0.9747
"1449","por_mora90_max1m6","por_cal34_max1m6",0.9641
"1450","por_mora90_max1m6","por_mora90_1m",0.984
"1451","por_mora90_max1m6","saldo_mora90_1m",0.5988
"1452","por_mora90_max1m6","por_castigo_max1m6",0.9349
"1453","por_mora90_max1m6","saldo_castigo_max1m6",0.5477
"1454","por_mora90_max1m6","saldo_cal34_1m",0.5157
"1455","por_mora90_max1m6","por_mora_0_min1m6",-0.8106
"1456","por_mora90_max1m6","por_cal4_1m",0.9745
"1457","por_mora90_max1m6","por_cal0_min1m3",-0.8536
"1458","por_mora90_max1m6","por_mora_0_min1m3",-0.8457
"1459","por_mora90_max1m6","por_vig_min1m3",-0.97
"1460","por_mora90_max1m6","por_castigo_max1m3",0.9371
"1461","por_mora90_max1m6","saldo_castigo_max1m3",0.5754
"1462","por_mora90_max1m6","frec_por_cal0_100_1m12",-0.829
"1463","por_mora90_max1m6","saldo_cal4_1m",0.5976
"1464","por_mora90_max1m6","por_vig_min1m6",-0.9657
"1465","por_mora90_max1m6","saldo_cal234_max1m3",0.3277
"1466","por_mora90_max1m6","por_mora30_max1m3",0.9533
"1467","por_mora90_max1m6","saldo_mora30_max1m3",0.3775
"1468","por_mora90_max1m6","por_cal234_max1m3",0.9425
"1469","por_mora90_max1m6","por_mora30_1m",0.9624
"1470","por_mora90_max1m6","saldo_mora30_1m",0.5676
"1471","por_mora90_max1m6","por_cal234_1m",0.9532
"1472","por_mora90_max1m6","por_vig_1m",-0.97
"1473","por_mora90_max1m6","por_vig_min1m12",-0.934
"1474","por_mora90_max1m6","por_cal0_min1m6",-0.8061
"1475","por_mora90_max1m6","frec_calificacion_0_1m12",-0.8528
"1476","por_mora90_max1m6","por_castigo_1m",0.9376
"1477","por_mora90_max1m6","saldo_castigo_1m",0.5816
"1478","por_mora90_max1m6","por_castigo_max1m12",0.9157
"1479","por_mora90_max1m6","saldo_castigo_max1m12",0.5124
"1480","por_mora90_max1m6","calificacion_max1m3",0.8213
"1481","por_mora90_max1m6","saldo_cal234_1m",0.4871
"1482","por_mora90_max1m6","por_mora30_max1m6",0.9456
"1483","por_mora90_max1m6","saldo_mora30_max1m6",0.299
"1484","por_mora90_max1m6","frec_mora60_1m12",0.9212
"1485","por_mora90_max1m6","frec_mora90_1m12",0.909
"1486","por_mora90_max1m6","frec_por_cal4_100_1m12",0.8868
"1487","por_mora90_max1m6","por_mora30_max1m12",0.9124
"1488","por_mora90_max1m6","saldo_mora30_max1m12",0.2379
"1489","por_mora90_max1m6","frec_mora120_1m12",0.8925
"1490","por_mora90_max1m6","provision",0.26
"1491","por_mora90_max1m6","frec_mora_0_1m12",-0.8188
"1492","por_mora90_max1m6","frec_calificacion_34_1m12",0.9388
"1493","por_mora90_max1m6","saldo_cal234_max1m6",0.2559
"1494","por_mora90_max1m6","por_cal0_1m",-0.8956
"1495","por_mora90_max1m6","por_mora_0_1m",-0.8862
"1496","por_mora90_max1m6","frec_calificacion_4_1m12",0.9064
"1497","por_mora90_max1m6","por_cal234_max1m6",0.9255
"1498","por_mora90_max1m6","saldo_cal1234_max1m3",0.1278
"1499","por_mora90_max1m6","saldo_cal234_max1m12",0.2041
"1500","por_mora90_max1m6","por_mora_0_min1m12",-0.7588
"1501","por_mora90_max1m6","por_cal1234_max1m3",0.8682
"1502","por_mora90_max1m6","por_cal234_max1m12",0.8933
"1503","por_mora90_max1m6","por_cal1234_1m",0.9019
"1504","por_mora90_max1m6","calificacion_1m",0.921
"1505","por_mora90_max1m6","frec_mora30_1m12",0.9265
"1506","por_mora90_max1m6","calificacion_max1m6",0.9592
"1507","por_mora90_max1m6","saldo_cal1234_1m",0.2651
"1508","por_mora90_max1m6","can_emp_1m",-0.3057
"1509","por_mora90_max1m6","edad",-0.0528
"1510","por_mora90_max1m6","frec_mora0_1m12",0.8929
"1511","por_mora90_max1m6","por_cal0_min1m12",-0.7421
"1512","por_mora90_max1m6","frec_calificacion_234_1m12",0.948
"1513","por_mora90_max1m6","mora_max1m3",0.6328
"1514","por_mora90_max1m6","por_mora0_max1m3",0.8457
"1515","por_mora90_max1m6","saldo_mora0_max1m3",0.0652
"1516","por_mora90_max1m6","mora_1m",0.6341
"1517","por_mora90_max1m6","por_mora0_1m",0.8862
"1518","por_mora90_max1m6","saldo_mora0_1m",0.1303
"1519","por_mora90_max1m6","frec_calificacion_1234_1m12",0.9394
"1520","por_mora90_max1m6","disp_efectivo_max1m6",-0.1878
"1521","por_mora90_max1m6","por_uso_efectivo_max1m6",-0.1771
"1522","por_mora90_max1m6","linea_usada_max1m6",-0.2755
"1523","por_mora90_max1m6","calificacion_max1m12",0.934
"1524","por_mora90_max1m6","linea_total_max1m6",-0.2861
"1525","por_mora90_max1m6","saldo_cal1234_max1m6",0.0691
"1526","por_mora90_max1m6","por_uso_linea_max1m6",-0.1629
"1527","por_mora90_max1m6","cv_saldo_1m12",-0.5351
"1528","por_mora90_max1m6","por_cal1234_max1m6",0.8351
"1529","por_mora90_max1m6","disp_efectivo_max1m12",-0.2235
"1530","por_mora90_max1m6","por_uso_efectivo_max1m12",-0.2014
"1531","saldo_mora90_max1m6","saldo_cal34_max1m12",0.6507
"1532","saldo_mora90_max1m6","por_cal34_max1m12",0.4972
"1533","saldo_mora90_max1m6","ci_pv",4e-04
"1534","saldo_mora90_max1m6","saldo_cal34_max1m6",0.739
"1535","saldo_mora90_max1m6","por_cal4_max1m6",0.4996
"1536","saldo_mora90_max1m6","saldo_cal4_max1m12",0.8279
"1537","saldo_mora90_max1m6","por_cal34_1m",0.5019
"1538","saldo_mora90_max1m6","por_cal4_max1m12",0.5056
"1539","saldo_mora90_max1m6","saldo_cal4_max1m3",0.9404
"1540","saldo_mora90_max1m6","por_mora60_1m",0.4981
"1541","saldo_mora90_max1m6","saldo_mora60_1m",0.7986
"1542","saldo_mora90_max1m6","por_cal4_max1m3",0.5018
"1543","saldo_mora90_max1m6","por_cal34_max1m6",0.4947
"1544","saldo_mora90_max1m6","por_mora90_1m",0.5013
"1545","saldo_mora90_max1m6","saldo_mora90_1m",0.8025
"1546","saldo_mora90_max1m6","por_castigo_max1m6",0.4679
"1547","saldo_mora90_max1m6","saldo_castigo_max1m6",0.827
"1548","saldo_mora90_max1m6","saldo_cal34_1m",0.7179
"1549","saldo_mora90_max1m6","por_mora_0_min1m6",-0.4061
"1550","saldo_mora90_max1m6","por_cal4_1m",0.5003
"1551","saldo_mora90_max1m6","por_cal0_min1m3",-0.4383
"1552","saldo_mora90_max1m6","por_mora_0_min1m3",-0.4293
"1553","saldo_mora90_max1m6","por_vig_min1m3",-0.4929
"1554","saldo_mora90_max1m6","por_castigo_max1m3",0.4683
"1555","saldo_mora90_max1m6","saldo_castigo_max1m3",0.7879
"1556","saldo_mora90_max1m6","frec_por_cal0_100_1m12",-0.463
"1557","saldo_mora90_max1m6","saldo_cal4_1m",0.8001
"1558","saldo_mora90_max1m6","por_vig_min1m6",-0.4864
"1559","saldo_mora90_max1m6","saldo_cal234_max1m3",0.6765
"1560","saldo_mora90_max1m6","por_mora30_max1m3",0.4845
"1561","saldo_mora90_max1m6","saldo_mora30_max1m3",0.7329
"1562","saldo_mora90_max1m6","por_cal234_max1m3",0.4895
"1563","saldo_mora90_max1m6","por_mora30_1m",0.4883
"1564","saldo_mora90_max1m6","saldo_mora30_1m",0.7841
"1565","saldo_mora90_max1m6","por_cal234_1m",0.4951
"1566","saldo_mora90_max1m6","por_vig_1m",-0.4926
"1567","saldo_mora90_max1m6","por_vig_min1m12",-0.4876
"1568","saldo_mora90_max1m6","por_cal0_min1m6",-0.4108
"1569","saldo_mora90_max1m6","frec_calificacion_0_1m12",-0.4271
"1570","saldo_mora90_max1m6","por_castigo_1m",0.467
"1571","saldo_mora90_max1m6","saldo_castigo_1m",0.7741
"1572","saldo_mora90_max1m6","por_castigo_max1m12",0.4728
"1573","saldo_mora90_max1m6","saldo_castigo_max1m12",0.7599
"1574","saldo_mora90_max1m6","calificacion_max1m3",0.3907
"1575","saldo_mora90_max1m6","saldo_cal234_1m",0.7022
"1576","saldo_mora90_max1m6","por_mora30_max1m6",0.4755
"1577","saldo_mora90_max1m6","saldo_mora30_max1m6",0.6633
"1578","saldo_mora90_max1m6","frec_mora60_1m12",0.5262
"1579","saldo_mora90_max1m6","frec_mora90_1m12",0.5176
"1580","saldo_mora90_max1m6","frec_por_cal4_100_1m12",0.441
"1581","saldo_mora90_max1m6","por_mora30_max1m12",0.4761
"1582","saldo_mora90_max1m6","saldo_mora30_max1m12",0.5507
"1583","saldo_mora90_max1m6","frec_mora120_1m12",0.5052
"1584","saldo_mora90_max1m6","provision",0.3779
"1585","saldo_mora90_max1m6","frec_mora_0_1m12",-0.457
"1586","saldo_mora90_max1m6","frec_calificacion_34_1m12",0.4799
"1587","saldo_mora90_max1m6","saldo_cal234_max1m6",0.6157
"1588","saldo_mora90_max1m6","por_cal0_1m",-0.4609
"1589","saldo_mora90_max1m6","por_mora_0_1m",-0.45
"1590","saldo_mora90_max1m6","frec_calificacion_4_1m12",0.4591
"1591","saldo_mora90_max1m6","por_cal234_max1m6",0.4748
"1592","saldo_mora90_max1m6","saldo_cal1234_max1m3",0.4217
"1593","saldo_mora90_max1m6","saldo_cal234_max1m12",0.5232
"1594","saldo_mora90_max1m6","por_mora_0_min1m12",-0.3995
"1595","saldo_mora90_max1m6","por_cal1234_max1m3",0.4491
"1596","saldo_mora90_max1m6","por_cal234_max1m12",0.4755
"1597","saldo_mora90_max1m6","por_cal1234_1m",0.4676
"1598","saldo_mora90_max1m6","calificacion_1m",0.4639
"1599","saldo_mora90_max1m6","frec_mora30_1m12",0.5278
"1600","saldo_mora90_max1m6","calificacion_max1m6",0.4863
"1601","saldo_mora90_max1m6","saldo_cal1234_1m",0.4641
"1602","saldo_mora90_max1m6","can_emp_1m",0.0847
"1603","saldo_mora90_max1m6","edad",-0.0069
"1604","saldo_mora90_max1m6","frec_mora0_1m12",0.51
"1605","saldo_mora90_max1m6","por_cal0_min1m12",-0.396
"1606","saldo_mora90_max1m6","frec_calificacion_234_1m12",0.4944
"1607","saldo_mora90_max1m6","mora_max1m3",0.3082
"1608","saldo_mora90_max1m6","por_mora0_max1m3",0.4293
"1609","saldo_mora90_max1m6","saldo_mora0_max1m3",0.3355
"1610","saldo_mora90_max1m6","mora_1m",0.304
"1611","saldo_mora90_max1m6","por_mora0_1m",0.45
"1612","saldo_mora90_max1m6","saldo_mora0_1m",0.3001
"1613","saldo_mora90_max1m6","frec_calificacion_1234_1m12",0.4918
"1614","saldo_mora90_max1m6","disp_efectivo_max1m6",-0.0775
"1615","saldo_mora90_max1m6","por_uso_efectivo_max1m6",-0.0843
"1616","saldo_mora90_max1m6","linea_usada_max1m6",-0.1397
"1617","saldo_mora90_max1m6","calificacion_max1m12",0.4929
"1618","saldo_mora90_max1m6","linea_total_max1m6",-0.1795
"1619","saldo_mora90_max1m6","saldo_cal1234_max1m6",0.3873
"1620","saldo_mora90_max1m6","por_uso_linea_max1m6",-0.1588
"1621","saldo_mora90_max1m6","cv_saldo_1m12",-0.2982
"1622","saldo_mora90_max1m6","por_cal1234_max1m6",0.4277
"1623","saldo_mora90_max1m6","disp_efectivo_max1m12",-0.0886
"1624","saldo_mora90_max1m6","por_uso_efectivo_max1m12",-0.0927
"1625","saldo_cal34_max1m12","por_cal34_max1m12",0.3759
"1626","saldo_cal34_max1m12","ci_pv",0.0357
"1627","saldo_cal34_max1m12","saldo_cal34_max1m6",0.8876
"1628","saldo_cal34_max1m12","por_cal4_max1m6",0.3099
"1629","saldo_cal34_max1m12","saldo_cal4_max1m12",0.7934
"1630","saldo_cal34_max1m12","por_cal34_1m",0.3197
"1631","saldo_cal34_max1m12","por_cal4_max1m12",0.3344
"1632","saldo_cal34_max1m12","saldo_cal4_max1m3",0.6353
"1633","saldo_cal34_max1m12","por_mora60_1m",0.3142
"1634","saldo_cal34_max1m12","saldo_mora60_1m",0.523
"1635","saldo_cal34_max1m12","por_cal4_max1m3",0.3104
"1636","saldo_cal34_max1m12","por_cal34_max1m6",0.3556
"1637","saldo_cal34_max1m12","por_mora90_1m",0.3115
"1638","saldo_cal34_max1m12","saldo_mora90_1m",0.5207
"1639","saldo_cal34_max1m12","por_castigo_max1m6",0.2944
"1640","saldo_cal34_max1m12","saldo_castigo_max1m6",0.5431
"1641","saldo_cal34_max1m12","saldo_cal34_1m",0.588
"1642","saldo_cal34_max1m12","por_mora_0_min1m6",-0.2879
"1643","saldo_cal34_max1m12","por_cal4_1m",0.2932
"1644","saldo_cal34_max1m12","por_cal0_min1m3",-0.3181
"1645","saldo_cal34_max1m12","por_mora_0_min1m3",-0.2949
"1646","saldo_cal34_max1m12","por_vig_min1m3",-0.3462
"1647","saldo_cal34_max1m12","por_castigo_max1m3",0.31
"1648","saldo_cal34_max1m12","saldo_castigo_max1m3",0.5155
"1649","saldo_cal34_max1m12","frec_por_cal0_100_1m12",-0.3265
"1650","saldo_cal34_max1m12","saldo_cal4_1m",0.5265
"1651","saldo_cal34_max1m12","por_vig_min1m6",-0.3404
"1652","saldo_cal34_max1m12","saldo_cal234_max1m3",0.8057
"1653","saldo_cal34_max1m12","por_mora30_max1m3",0.3301
"1654","saldo_cal34_max1m12","saldo_mora30_max1m3",0.7002
"1655","saldo_cal34_max1m12","por_cal234_max1m3",0.3344
"1656","saldo_cal34_max1m12","por_mora30_1m",0.3141
"1657","saldo_cal34_max1m12","saldo_mora30_1m",0.521
"1658","saldo_cal34_max1m12","por_cal234_1m",0.3192
"1659","saldo_cal34_max1m12","por_vig_1m",-0.3214
"1660","saldo_cal34_max1m12","por_vig_min1m12",-0.3445
"1661","saldo_cal34_max1m12","por_cal0_min1m6",-0.3075
"1662","saldo_cal34_max1m12","frec_calificacion_0_1m12",-0.2881
"1663","saldo_cal34_max1m12","por_castigo_1m",0.2888
"1664","saldo_cal34_max1m12","saldo_castigo_1m",0.5083
"1665","saldo_cal34_max1m12","por_castigo_max1m12",0.299
"1666","saldo_cal34_max1m12","saldo_castigo_max1m12",0.621
"1667","saldo_cal34_max1m12","calificacion_max1m3",0.2314
"1668","saldo_cal34_max1m12","saldo_cal234_1m",0.578
"1669","saldo_cal34_max1m12","por_mora30_max1m6",0.3278
"1670","saldo_cal34_max1m12","saldo_mora30_max1m6",0.6513
"1671","saldo_cal34_max1m12","frec_mora60_1m12",0.3384
"1672","saldo_cal34_max1m12","frec_mora90_1m12",0.3244
"1673","saldo_cal34_max1m12","frec_por_cal4_100_1m12",0.2409
"1674","saldo_cal34_max1m12","por_mora30_max1m12",0.3386
"1675","saldo_cal34_max1m12","saldo_mora30_max1m12",0.777
"1676","saldo_cal34_max1m12","frec_mora120_1m12",0.3122
"1677","saldo_cal34_max1m12","provision",0.2512
"1678","saldo_cal34_max1m12","frec_mora_0_1m12",-0.3135
"1679","saldo_cal34_max1m12","frec_calificacion_34_1m12",0.3051
"1680","saldo_cal34_max1m12","saldo_cal234_max1m6",0.7572
"1681","saldo_cal34_max1m12","por_cal0_1m",-0.3139
"1682","saldo_cal34_max1m12","por_mora_0_1m",-0.2887
"1683","saldo_cal34_max1m12","frec_calificacion_4_1m12",0.2631
"1684","saldo_cal34_max1m12","por_cal234_max1m6",0.3438
"1685","saldo_cal34_max1m12","saldo_cal1234_max1m3",0.5182
"1686","saldo_cal34_max1m12","saldo_cal234_max1m12",0.8435
"1687","saldo_cal34_max1m12","por_mora_0_min1m12",-0.2822
"1688","saldo_cal34_max1m12","por_cal1234_max1m3",0.3035
"1689","saldo_cal34_max1m12","por_cal234_max1m12",0.3589
"1690","saldo_cal34_max1m12","por_cal1234_1m",0.301
"1691","saldo_cal34_max1m12","calificacion_1m",0.318
"1692","saldo_cal34_max1m12","frec_mora30_1m12",0.3507
"1693","saldo_cal34_max1m12","calificacion_max1m6",0.2461
"1694","saldo_cal34_max1m12","saldo_cal1234_1m",0.392
"1695","saldo_cal34_max1m12","can_emp_1m",0.0597
"1696","saldo_cal34_max1m12","edad",0.0235
"1697","saldo_cal34_max1m12","frec_mora0_1m12",0.344
"1698","saldo_cal34_max1m12","por_cal0_min1m12",-0.2983
"1699","saldo_cal34_max1m12","frec_calificacion_234_1m12",0.3305
"1700","saldo_cal34_max1m12","mora_max1m3",0.1884
"1701","saldo_cal34_max1m12","por_mora0_max1m3",0.2949
"1702","saldo_cal34_max1m12","saldo_mora0_max1m3",0.344
"1703","saldo_cal34_max1m12","mora_1m",0.1859
"1704","saldo_cal34_max1m12","por_mora0_1m",0.2887
"1705","saldo_cal34_max1m12","saldo_mora0_1m",0.1986
"1706","saldo_cal34_max1m12","frec_calificacion_1234_1m12",0.3306
"1707","saldo_cal34_max1m12","disp_efectivo_max1m6",-0.0724
"1708","saldo_cal34_max1m12","por_uso_efectivo_max1m6",-0.0718
"1709","saldo_cal34_max1m12","linea_usada_max1m6",-0.0954
"1710","saldo_cal34_max1m12","calificacion_max1m12",0.3584
"1711","saldo_cal34_max1m12","linea_total_max1m6",-0.1272
"1712","saldo_cal34_max1m12","saldo_cal1234_max1m6",0.4868
"1713","saldo_cal34_max1m12","por_uso_linea_max1m6",-0.0281
"1714","saldo_cal34_max1m12","cv_saldo_1m12",-0.1019
"1715","saldo_cal34_max1m12","por_cal1234_max1m6",0.3095
"1716","saldo_cal34_max1m12","disp_efectivo_max1m12",-0.0794
"1717","saldo_cal34_max1m12","por_uso_efectivo_max1m12",-0.0763
"1718","por_cal34_max1m12","ci_pv",0.0031
"1719","por_cal34_max1m12","saldo_cal34_max1m6",0.3982
"1720","por_cal34_max1m12","por_cal4_max1m6",0.9224
"1721","por_cal34_max1m12","saldo_cal4_max1m12",0.4248
"1722","por_cal34_max1m12","por_cal34_1m",0.9425
"1723","por_cal34_max1m12","por_cal4_max1m12",0.9437
"1724","por_cal34_max1m12","saldo_cal4_max1m3",0.4982
"1725","por_cal34_max1m12","por_mora60_1m",0.9391
"1726","por_cal34_max1m12","saldo_mora60_1m",0.5905
"1727","por_cal34_max1m12","por_cal4_max1m3",0.9174
"1728","por_cal34_max1m12","por_cal34_max1m6",0.9687
"1729","por_cal34_max1m12","por_mora90_1m",0.9292
"1730","por_cal34_max1m12","saldo_mora90_1m",0.5878
"1731","por_cal34_max1m12","por_castigo_max1m6",0.8782
"1732","por_cal34_max1m12","saldo_castigo_max1m6",0.5392
"1733","por_cal34_max1m12","saldo_cal34_1m",0.5279
"1734","por_cal34_max1m12","por_mora_0_min1m6",-0.8114
"1735","por_cal34_max1m12","por_cal4_1m",0.916
"1736","por_cal34_max1m12","por_cal0_min1m3",-0.8216
"1737","por_cal34_max1m12","por_mora_0_min1m3",-0.8337
"1738","por_cal34_max1m12","por_vig_min1m3",-0.9377
"1739","por_cal34_max1m12","por_castigo_max1m3",0.8837
"1740","por_cal34_max1m12","saldo_castigo_max1m3",0.5644
"1741","por_cal34_max1m12","frec_por_cal0_100_1m12",-0.801
"1742","por_cal34_max1m12","saldo_cal4_1m",0.5874
"1743","por_cal34_max1m12","por_vig_min1m6",-0.9389
"1744","por_cal34_max1m12","saldo_cal234_max1m3",0.3527
"1745","por_cal34_max1m12","por_mora30_max1m3",0.9323
"1746","por_cal34_max1m12","saldo_mora30_max1m3",0.3828
"1747","por_cal34_max1m12","por_cal234_max1m3",0.9357
"1748","por_cal34_max1m12","por_mora30_1m",0.9304
"1749","por_cal34_max1m12","saldo_mora30_1m",0.5705
"1750","por_cal34_max1m12","por_cal234_1m",0.9317
"1751","por_cal34_max1m12","por_vig_1m",-0.9316
"1752","por_cal34_max1m12","por_vig_min1m12",-0.9544
"1753","por_cal34_max1m12","por_cal0_min1m6",-0.7929
"1754","por_cal34_max1m12","frec_calificacion_0_1m12",-0.8098
"1755","por_cal34_max1m12","por_castigo_1m",0.8839
"1756","por_cal34_max1m12","saldo_castigo_1m",0.5708
"1757","por_cal34_max1m12","por_castigo_max1m12",0.8895
"1758","por_cal34_max1m12","saldo_castigo_max1m12",0.489
"1759","por_cal34_max1m12","calificacion_max1m3",0.638
"1760","por_cal34_max1m12","saldo_cal234_1m",0.5033
"1761","por_cal34_max1m12","por_mora30_max1m6",0.9338
"1762","por_cal34_max1m12","saldo_mora30_max1m6",0.319
"1763","por_cal34_max1m12","frec_mora60_1m12",0.8494
"1764","por_cal34_max1m12","frec_mora90_1m12",0.8298
"1765","por_cal34_max1m12","frec_por_cal4_100_1m12",0.7949
"1766","por_cal34_max1m12","por_mora30_max1m12",0.9447
"1767","por_cal34_max1m12","saldo_mora30_max1m12",0.2752
"1768","por_cal34_max1m12","frec_mora120_1m12",0.8126
"1769","por_cal34_max1m12","provision",0.2511
"1770","por_cal34_max1m12","frec_mora_0_1m12",-0.7841
"1771","por_cal34_max1m12","frec_calificacion_34_1m12",0.8674
"1772","por_cal34_max1m12","saldo_cal234_max1m6",0.2989
"1773","por_cal34_max1m12","por_cal0_1m",-0.858
"1774","por_cal34_max1m12","por_mora_0_1m",-0.863
"1775","por_cal34_max1m12","frec_calificacion_4_1m12",0.8176
"1776","por_cal34_max1m12","por_cal234_max1m6",0.9398
"1777","por_cal34_max1m12","saldo_cal1234_max1m3",0.1416
"1778","por_cal34_max1m12","saldo_cal234_max1m12",0.2572
"1779","por_cal34_max1m12","por_mora_0_min1m12",-0.7889
"1780","por_cal34_max1m12","por_cal1234_max1m3",0.8638
"1781","por_cal34_max1m12","por_cal234_max1m12",0.9494
"1782","por_cal34_max1m12","por_cal1234_1m",0.8877
"1783","por_cal34_max1m12","calificacion_1m",0.7848
"1784","por_cal34_max1m12","frec_mora30_1m12",0.8633
"1785","por_cal34_max1m12","calificacion_max1m6",0.6788
"1786","por_cal34_max1m12","saldo_cal1234_1m",0.2785
"1787","por_cal34_max1m12","can_emp_1m",-0.28
"1788","por_cal34_max1m12","edad",-0.0463
"1789","por_cal34_max1m12","frec_mora0_1m12",0.8307
"1790","por_cal34_max1m12","por_cal0_min1m12",-0.7577
"1791","por_cal34_max1m12","frec_calificacion_234_1m12",0.8865
"1792","por_cal34_max1m12","mora_max1m3",0.6012
"1793","por_cal34_max1m12","por_mora0_max1m3",0.8337
"1794","por_cal34_max1m12","saldo_mora0_max1m3",0.0669
"1795","por_cal34_max1m12","mora_1m",0.6022
"1796","por_cal34_max1m12","por_mora0_1m",0.863
"1797","por_cal34_max1m12","saldo_mora0_1m",0.1311
"1798","por_cal34_max1m12","frec_calificacion_1234_1m12",0.88
"1799","por_cal34_max1m12","disp_efectivo_max1m6",-0.1606
"1800","por_cal34_max1m12","por_uso_efectivo_max1m6",-0.1361
"1801","por_cal34_max1m12","linea_usada_max1m6",-0.2407
"1802","por_cal34_max1m12","calificacion_max1m12",0.8221
"1803","por_cal34_max1m12","linea_total_max1m6",-0.2727
"1804","por_cal34_max1m12","saldo_cal1234_max1m6",0.0931
"1805","por_cal34_max1m12","por_uso_linea_max1m6",-0.0649
"1806","por_cal34_max1m12","cv_saldo_1m12",-0.3296
"1807","por_cal34_max1m12","por_cal1234_max1m6",0.8532
"1808","por_cal34_max1m12","disp_efectivo_max1m12",-0.196
"1809","por_cal34_max1m12","por_uso_efectivo_max1m12",-0.1447
"1810","ci_pv","saldo_cal34_max1m6",0.0279
"1811","ci_pv","por_cal4_max1m6",-0.0264
"1812","ci_pv","saldo_cal4_max1m12",0.0084
"1813","ci_pv","por_cal34_1m",-0.0252
"1814","ci_pv","por_cal4_max1m12",-0.0158
"1815","ci_pv","saldo_cal4_max1m3",0.0039
"1816","ci_pv","por_mora60_1m",-0.0252
"1817","ci_pv","saldo_mora60_1m",0.0019
"1818","ci_pv","por_cal4_max1m3",-0.0229
"1819","ci_pv","por_cal34_max1m6",-0.0117
"1820","ci_pv","por_mora90_1m",-0.0237
"1821","ci_pv","saldo_mora90_1m",0.003
"1822","ci_pv","por_castigo_max1m6",-0.0246
"1823","ci_pv","saldo_castigo_max1m6",0.004
"1824","ci_pv","saldo_cal34_1m",0.0026
"1825","ci_pv","por_mora_0_min1m6",0.0103
"1826","ci_pv","por_cal4_1m",-0.0232
"1827","ci_pv","por_cal0_min1m3",-0.005
"1828","ci_pv","por_mora_0_min1m3",0.0058
"1829","ci_pv","por_vig_min1m3",0.0159
"1830","ci_pv","por_castigo_max1m3",-0.0222
"1831","ci_pv","saldo_castigo_max1m3",0.013
"1832","ci_pv","frec_por_cal0_100_1m12",0.0208
"1833","ci_pv","saldo_cal4_1m",0.0037
"1834","ci_pv","por_vig_min1m6",0.0177
"1835","ci_pv","saldo_cal234_max1m3",0.0158
"1836","ci_pv","por_mora30_max1m3",-0.0143
"1837","ci_pv","saldo_mora30_max1m3",0.0104
"1838","ci_pv","por_cal234_max1m3",-0.0095
"1839","ci_pv","por_mora30_1m",-0.0226
"1840","ci_pv","saldo_mora30_1m",0.0047
"1841","ci_pv","por_cal234_1m",-0.0216
"1842","ci_pv","por_vig_1m",0.0184
"1843","ci_pv","por_vig_min1m12",0.0061
"1844","ci_pv","por_cal0_min1m6",-0.0075
"1845","ci_pv","frec_calificacion_0_1m12",0.0336
"1846","ci_pv","por_castigo_1m",-0.0216
"1847","ci_pv","saldo_castigo_1m",0.0045
"1848","ci_pv","por_castigo_max1m12",-0.017
"1849","ci_pv","saldo_castigo_max1m12",0.0133
"1850","ci_pv","calificacion_max1m3",-0.0415
"1851","ci_pv","saldo_cal234_1m",0.0071
"1852","ci_pv","por_mora30_max1m6",-0.0137
"1853","ci_pv","saldo_mora30_max1m6",0.0164
"1854","ci_pv","frec_mora60_1m12",0.0244
"1855","ci_pv","frec_mora90_1m12",0.0233
"1856","ci_pv","frec_por_cal4_100_1m12",0.0106
"1857","ci_pv","por_mora30_max1m12",-0.0048
"1858","ci_pv","saldo_mora30_max1m12",0.0272
"1859","ci_pv","frec_mora120_1m12",0.0229
"1860","ci_pv","provision",0.0016
"1861","ci_pv","frec_mora_0_1m12",0.0189
"1862","ci_pv","frec_calificacion_34_1m12",0.0167
"1863","ci_pv","saldo_cal234_max1m6",0.0166
"1864","ci_pv","por_cal0_1m",0.0273
