"var","cv_train","cv_test"
"112","por_cal34_max1m12",0.744684329288897,0.781628093720185
"113","saldo_cal234_max1m12",1.88889092686226,2.29440096491357
"114","por_cal234_max1m12",0.699090926806985,0.743202861285673
"115","saldo_cal1234_max1m12",2.14995193081818,2.59274179840185
"116","por_cal1234_max1m12",0.608343633786903,0.64145118423801
"117","calificacion_max1m12",0.717526153466705,0.708573459244323
"118","saldo_max1m12",1.81955660835667,2.23971029601418
"119","mora_max1m12",1.15234855934126,1.20927799209169
"120","saldo_mora90_max1m12",1.59486926011448,1.48626753132875
"121","por_mora90_max1m12",0.759008288291177,0.7902774500161
"122","saldo_mora60_max1m12",1.74731154547207,1.45720808850051
"123","por_mora60_max1m12",0.735947318252397,0.771443226066101
"124","saldo_mora30_max1m12",1.877613282315,1.8863782498773
"125","por_mora30_max1m12",0.693932661108601,0.731567589997265
"126","saldo_mora0_max1m12",2.25781347970338,2.60397600634161
"127","por_mora0_max1m12",0.554442064220843,0.584238720941923
"128","por_mora_0_min1m12",1.68450825424412,1.61297647977607
"129","por_vig_min1m12",1.35720143430619,1.29266332153643
"130","saldo_novig_max1m12",4.51649836535268,3.33182869167174
"131","por_novig_max1m12",2.1492183904639,2.30896610998234
"132","saldo_castigo_max1m12",1.42026108642458,1.44759650061395
"133","por_castigo_max1m12",0.82051727703947,0.860522452101315
"134","linea_activa_max1m12",1.51169170892628,1.65868068904911
"135","linea_total_max1m12",1.5285133735045,1.64550523723442
"136","linea_usada_max1m12",1.53672605670272,1.45511143543717
"137","por_uso_linea_max1m12",0.477922559936513,0.516934943183453
"138","disp_efectivo_max1m12",2.64117843195448,2.93694470248699
"139","por_uso_efectivo_max1m12",1.563317489802,1.85042169211728
"140","saldo_me_max1m12",17.9577957934266,12.2334714648943
"141","por_me_max1m12",9.68241466596349,12.5074577161443
"142","expcred_1m12",0.716726064795398,0.811917379447095
"143","cv_saldo_1m12",1.44934323315049,1.40380897881298
"144","frec_por_cal0_100_1m12",1.81244048827309,1.86391991951995
"145","frec_por_cal4_100_1m12",1.26997040742579,1.35397894772428
"146","frec_calificacion_0_1m12",1.7231248402775,1.80830890052699
"147","frec_calificacion_4_1m12",1.24288642279226,1.33021969930674
"148","frec_calificacion_34_1m12",1.18845961037992,1.28862530942321
"149","frec_calificacion_234_1m12",1.15538271061429,1.26012560362227
"150","frec_calificacion_1234_1m12",1.09619239764942,1.21171818143546
"151","frec_mora_0_1m12",1.84273223264709,1.88249967365972
"152","frec_mora0_1m12",1.01925546525308,1.14619921869782
"153","frec_mora30_1m12",1.12089582131329,1.23848188639583
"154","frec_mora60_1m12",1.15287830329744,1.26488130664876
"155","frec_mora90_1m12",1.17746237394116,1.28470420999183
"156","frec_mora120_1m12",1.19802066124289,1.30349693478699
"157","ci_pv",0.572186609959039,0.654749329236517
