"variable","mean","std_dev","variation_coef","p_01","p_05","p_25","p_50","p_75","p_95","p_99","skewness","kurtosis","iqr","range_98","range_80"
"143","saldo_cal34_max1m12",1134.11494193837,2334.006398569,2.05799810253787,0,0,0,585.09,1544.99,3785.167,8247.33569999994,9.3834700517203,139.879445527081,1544.99,"[0, 8247.33569999994]","[0, 2509.36]"
"144","por_cal34_max1m12",58.8592454068241,48.7478320500209,0.828210278828499,0,0,0,100,100,100,100,-0.353696048874426,1.13886055958011,100,"[0, 100]","[0, 100]"
"145","saldo_cal234_max1m12",1318.49338990621,3320.63995238133,2.51851088356047,0,0,0,690.415,1621.17,4189.33149999999,11186.5582999999,16.1140877492589,457.945615677866,1621.17,"[0, 11186.5582999999]","[0, 2799.789]"
"146","por_cal234_max1m12",61.6705052493438,48.0677437746409,0.779428408771668,0,0,0,100,100,100,100,-0.474333268254331,1.24234057427082,100,"[0, 100]","[0, 100]"
"147","saldo_cal1234_max1m12",1860.6835238946,5094.90125233125,2.73818797603319,0,0,0,895.035,1840.605,5354.7005,26208.4425999997,9.89883662248236,145.640187011861,1840.605,"[0, 26208.4425999997]","[0, 3388.835]"
"148","por_cal1234_max1m12",67.7986920384952,45.6295084681975,0.673014583264965,0,0,0,100,100,100,100,-0.754731572408053,1.61122746952552,100,"[0, 100]","[0, 100]"
"149","calificacion_max1m12",4.68072555670255,3.41344234139565,0.729254962728541,0,0,2,4,9,9,9,0.0780375043391956,1.6372050026363,7,"[0, 9]","[0, 9]"
"150","saldo_max1m12",4936.04917820456,12045.3536666062,2.4402823456041,99.9333,307.0235,950.395,1796.62,3930.21,22263.5705,45749.24,15.2649714674664,449.561956294134,2979.815,"[99.9333, 45749.24]","[496.045, 10871.642]"
"151","mora_max1m12",935.839437248772,1163.11389410405,1.24285625055879,0,0,5,455.5,1599.75,3161.45,4832.84,1.64232089624907,6.70206457045697,1594.75,"[0, 4832.84]","[0, 2514.3]"
"152","saldo_mora90_max1m12",966.458253684681,1769.09540436034,1.83049334786635,0,0,0,503.56,1422.67,3264.4095,6632.61929999998,8.99307884273905,156.220422317955,1422.67,"[0, 6632.61929999998]","[0, 2285.955]"
"153","por_mora90_max1m12",0.575541916033944,0.486474388814211,0.84524580271495,0,0,0,1,1,1,1,-0.301949084951371,1.11695103663306,1,"[0, 1]","[0, 1]"
"154","saldo_mora60_max1m12",1033.47635998213,2020.06798573137,1.95463395579391,0,0,0,556.6,1463.615,3447.5665,6786.26219999997,9.90744311719878,164.288289833154,1463.615,"[0, 6786.26219999997]","[0, 2365.694]"
"155","por_mora60_max1m12",0.588534167038857,0.483361959913444,0.821298043485606,0,0,0,1,1,1,1,-0.353176117244543,1.15327093832454,1,"[0, 1]","[0, 1]"
"156","saldo_mora30_max1m12",1191.12394595802,2665.49151121658,2.23779525234272,0,0,0,651.11,1552.225,3719.606,9459.5949,9.6874437110098,130.801528525808,1552.225,"[0, 9459.5949]","[0, 2474.335]"
"157","por_mora30_max1m12",0.614996761947298,0.476603087567249,0.774968450334852,0,0,0,1,1,1,1,-0.465720970458714,1.25061400597421,1,"[0, 1]","[0, 1]"
"158","saldo_mora0_max1m12",1997.44148057168,5164.71947257525,2.58566747652455,0,0,179.7375,955.72,1894.9475,5493.209,30933.9908999995,7.5519627526456,74.600498375255,1715.21,"[0, 30933.9908999995]","[0, 3404.341]"
"159","por_mora0_max1m12",0.714687427422957,0.434755471033961,0.608315543763819,0,0,0.108525,1,1,1,1,-0.943018470600481,1.96145306191516,0.891475,"[0, 1]","[0, 1]"
"160","por_mora_0_min1m12",0.285312572577043,0.434755471033961,1.5237865864343,0,0,0,0,0.891475,1,1,0.943018470600481,1.96145306191516,0.891475,"[0, 1]","[0, 1]"
"161","por_vig_min1m12",0.39647445288075,0.477091297875201,1.20333427389507,0,0,0,0,1,1,1,0.413128716578734,1.21027320146722,1,"[0, 1]","[0, 1]"
"162","saldo_novig_max1m12",382.14413130862,1895.15788336289,4.95927512185803,0,0,0,0,0,1894.337,6153.03529999995,13.238889887379,235.79878816412,0,"[0, 6153.03529999995]","[0, 971.148]"
"163","por_novig_max1m12",0.136990464493077,0.320649372160019,2.34066928195738,0,0,0,0,0,1,1,2.12260998083847,5.74499514530893,0,"[0, 1]","[0, 0.96817]"
"164","saldo_castigo_max1m12",834.766824475212,1366.99446486776,1.63757641629702,0,0,0,392.89,1301.395,2857.526,5363.52879999998,6.31038137827911,90.5936370411382,1301.395,"[0, 5363.52879999998]","[0, 2139.53]"
"165","por_castigo_max1m12",0.537043300580616,0.491299678753295,0.914823214854619,0,0,0,1,1,1,1,-0.146013356667944,1.04597651639158,1,"[0, 1]","[0, 1]"
"166","linea_activa_max1m12",4566.93167161961,9172.68895105075,2.00850146457255,5.0745,282.5475,900,1800,4496.75,17516.29,37042.494,8.42317491919007,117.394814319334,3596.75,"[5.0745, 37042.494]","[500, 11725.5]"
"167","linea_total_max1m12",4443.06258608059,9007.26225857505,2.027264321415,2.28,252.062,900,1762.65,4400,17359.292,36993.2688,8.58426335321866,120.699048583277,3500,"[2.28, 36993.2688]","[496.406, 11134.494]"
"168","linea_usada_max1m12",2482.46802930403,3986.80034179563,1.60598255233658,0,0,481.34,1110.71,2668.86,9739.036,18244.5348,4.46374929095421,36.4543920432584,2187.52,"[0, 18244.5348]","[0, 6218.098]"
"169","por_uso_linea_max1m12",0.74131010989011,0.351933031736627,0.474744681127844,0,0,0.57,0.9472,1,1,1,-1.17215822682865,2.85634970941878,0.43,"[0, 1]","[0, 1]"
"170","disp_efectivo_max1m12",856.425501831502,2607.49178150686,3.04462183334175,0,0,0,0,649.54,4409.072,11903.6887999999,8.43457009128569,121.139578561642,649.54,"[0, 11903.6887999999]","[0, 2351.036]"
"171","por_uso_efectivo_max1m12",0.176415604395604,0.299605292955873,1.69829247238255,0,0,0,0,0.2515,0.9787,1,1.67494226393428,4.53485504049031,0.2515,"[0, 1]","[0, 0.70662]"
"172","saldo_me_max1m12",44.1498660116123,924.46278988715,20.9391980859919,0,0,0,0,0,0,369.273999999994,29.1292326930528,897.779511439698,0,"[0, 369.273999999994]","[0, 0]"
"173","por_me_max1m12",0.0070734033050469,0.0756352990887533,10.6929148285363,0,0,0,0,0,0,0.113033999999997,12.032284406049,150.658140161252,0,"[0, 0.113033999999997]","[0, 0]"
"174","expcred_1m12",6.84898982450966,5.51869129644091,0.805767191636325,0,0,0,10,12,12,12,-0.290046613844424,1.20745234296749,12,"[0, 12]","[0, 12]"
"175","cv_saldo_1m12",0.523478293881197,0.75188687923576,1.43632866543727,0,0,0,0.226,0.7385,2.3355,3.4641,2.12964005347464,7.73850317064359,0.7385,"[0, 3.4641]","[0, 1.4771]"
"176","frec_por_cal0_100_1m12",2.33726588998673,4.12799766665744,1.76616519512929,0,0,0,0,3,12,12,1.49008741074177,3.57130954982496,3,"[0, 12]","[0, 11]"
"177","frec_por_cal4_100_1m12",3.59961657572629,5.21957342659522,1.45003594599296,0,0,0,0,11,12,12,0.873273544890468,1.86221126412513,11,"[0, 12]","[0, 12]"
"178","frec_calificacion_0_1m12",2.60079634272231,4.36174635027667,1.67708108421559,0,0,0,0,4,12,12,1.34667369817868,3.11132429204216,4,"[0, 12]","[0, 12]"
"179","frec_calificacion_4_1m12",3.71995280932016,5.28005081745819,1.41938650518073,0,0,0,0,12,12,12,0.82554912958955,1.77542704315024,12,"[0, 12]","[0, 12]"
"180","frec_calificacion_34_1m12",3.92950892198791,5.34282394789103,1.35966708664149,0,0,0,0,12,12,12,0.740438190401684,1.64592139420517,12,"[0, 12]","[0, 12]"
"181","frec_calificacion_234_1m12",4.05692375755788,5.36345697403529,1.32205022686054,0,0,0,0,12,12,12,0.690286054825497,1.57987642653695,12,"[0, 12]","[0, 12]"
"182","frec_calificacion_1234_1m12",4.24819348178735,5.36044854551995,1.26181836314683,0,0,0,0,12,12,12,0.624216257630931,1.50872441583526,12,"[0, 12]","[0, 12]"
"183","frec_mora_0_1m12",2.21987907388291,3.96245581572456,1.78498723752264,0,0,0,0,3,12,12,1.55678532137988,3.84200120762637,3,"[0, 12]","[0, 10]"
"184","frec_mora0_1m12",4.62911075062675,5.39365153889118,1.16515932096913,0,0,0,1,12,12,12,0.487723356097297,1.37197019386606,12,"[0, 12]","[0, 12]"
"185","frec_mora30_1m12",4.24140982156024,5.41727560165286,1.27723465299566,0,0,0,0,12,12,12,0.620817251568808,1.48643766768062,12,"[0, 12]","[0, 12]"
"186","frec_mora60_1m12",4.11812417047633,5.40553609122601,1.31262095737166,0,0,0,0,12,12,12,0.666193236847478,1.53798914673038,12,"[0, 12]","[0, 12]"
"187","frec_mora90_1m12",4.02860934965344,5.39488517988608,1.33914329031435,0,0,0,0,12,12,12,0.700057980650558,1.57841349853488,12,"[0, 12]","[0, 12]"
"188","frec_mora120_1m12",3.95325173278278,5.3786448271741,1.36056218797581,0,0,0,0,12,12,12,0.728580041386687,1.6159259516745,12,"[0, 12]","[0, 12]"
"189","rec_por_cal0_100_1m12",2.46201923076923,2.8594627022007,1.1614298809954,1,1,1,1,2,10,12,1.97842698823974,5.73348877382482,1,"[1, 12]","[1, 7]"
"190","rec_por_cal4_100_1m12",2.10442909386428,2.73387078715221,1.29910330318239,1,1,1,1,1,10,12,2.45304173727436,7.71358017502612,0,"[1, 12]","[1, 7]"
"191","rec_calificacion_0_1m12",2.38644524236984,2.85562417407878,1.19660159109414,1,1,1,1,2,10,12,2.09601336310153,6.20345814216553,1,"[1, 12]","[1, 7]"
"192","rec_calificacion_4_1m12",2.06166007905138,2.68089184977481,1.30035590106025,1,1,1,1,1,9,12,2.51968284730154,8.07323956510371,0,"[1, 12]","[1, 6]"
"193","rec_calificacion_34_1m12",2.1303211351755,2.74011402137568,1.28624458356601,1,1,1,1,1,10,12,2.41978850393924,7.5804376073184,0,"[1, 12]","[1, 7]"
"194","rec_calificacion_234_1m12",2.2067615658363,2.79683946187921,1.26739540201267,1,1,1,1,1,10,12,2.30465975094386,7.02964886110264,0,"[1, 12]","[1, 7]"
"195","rec_calificacion_1234_1m12",2.34962771123341,2.89386982019348,1.23162908164476,1,1,1,1,1,10,12,2.12948156535651,6.25323846525222,0,"[1, 12]","[1, 8]"
"196","rec_mora_0_1m12",2.59676652401331,2.91490950749758,1.12251505113851,1,1,1,1,3,10,12,1.84197407001139,5.23185482679587,2,"[1, 12]","[1, 8]"
"197","rec_mora0_1m12",2.34606481481481,2.82833024032385,1.20556355581638,1,1,1,1,2,10,12,2.12938180919511,6.34694296949287,1,"[1, 12]","[1, 7]"
"198","rec_mora30_1m12",2.21168875297316,2.80883801748389,1.26999697118683,1,1,1,1,1,10,12,2.31415260685597,7.07907512038249,0,"[1, 12]","[1, 7]"
"199","rec_mora60_1m12",2.11550802139037,2.72415722686346,1.28770829480149,1,1,1,1,1,10,12,2.44903798313735,7.74528525883273,0,"[1, 12]","[1, 7]"
"200","rec_mora90_1m12",2.06003683241252,2.66470793611397,1.29352441382969,1,1,1,1,1,9,12,2.52697009240096,8.1523402756856,0,"[1, 12]","[1, 6]"
"201","rec_mora120_1m12",2.0319909672563,2.64804718680254,1.30317862110286,1,1,1,1,1,9,12,2.57361288451171,8.37779798820507,0,"[1, 12]","[1, 6]"
"202","filtro",0.13935997640466,0.34634731623866,2.48527105969773,0,0,0,0,0,1,1,2.08268753113801,5.33758735235774,0,"[0, 1]","[0, 1]"
"203","tm",0.1806518212653,0.384757809688797,2.12983078163243,0,0,0,0,0,1,1,1.66011823840735,3.75599256549272,0,"[0, 1]","[0, 1]"
